install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
1171,다사620126,76.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.81,46.19,7.6983,930,82.34
1172,다사650271,71.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.76,38.24,7.648,1173,76.3
1173,다사668342,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,903,83.01
1174,다사732520,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1368,73.61
1175,다사727500,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1419,72.97
1176,다사656080,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1362,73.72
1177,다사452017,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1406,73.18
1178,다바369971,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1473,71.3
1179,다사572119,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1144,76.67
1180,다사615104,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1019,79.44
1181,다사356123,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1376,73.54
1182,다사466016,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1472,71.36
1183,다사264160,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1195,75.87
1184,다사414043,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1402,73.22
1185,다사623139,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1063,77.9
1186,다사651449,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,44.28,38.45,30.55,7.6375,990,80.27
1187,다사661474,72.0,11,0,0,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,41.53,30.47,7.6175,1030,78.9
1188,다사672421,69.0,1,0,1,3,cctv_cam_cnt | cctv_cnt | speedbump_cnt,33.12,46.15,22.85,7.6167,1079,77.54
1189,다사664315,75.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.42,45.58,7.5967,955,81.82
1190,다사394209,75.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.42,45.58,7.5967,942,82.18
1191,다사616116,75.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.42,45.58,7.5967,724,87.42
1192,다사651338,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1033,78.72
1193,다사650440,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,854,84.16
1194,다사677445,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1246,75.13
1195,다사678454,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,983,80.69
1196,다사729503,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1125,76.94
1197,다사610138,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1036,78.66
1198,다사589124,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,687,89.0
1199,다사691370,69.0,1,0,1,2,bus_stop_cnt | crosswalk_cnt,21.8,53.96,15.04,7.52,1331,74.09
1200,다사655452,69.0,1,0,1,2,bus_stop_cnt | crosswalk_cnt,21.8,53.96,15.04,7.52,977,81.02
1201,다사511145,69.0,1,0,1,4,cctv_cam_cnt | cctv_cnt | crosswalk_cnt | speedbump_cnt,43.15,39.23,29.77,7.4425,1296,74.43
1202,다사699384,93.0,4,0,1,1,bus_stop_cnt,8.0,85.56,7.44,7.44,330,119.7
1203,다사676352,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,816,85.04
1204,다사656264,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1409,73.15
1205,다사662318,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1236,75.29
1206,다사647367,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1102,77.2
1207,다사687416,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1375,73.54
1208,다사709380,69.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1114,77.04
1209,다사715372,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1290,74.5
1210,다사711376,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1239,75.24
1211,다사640454,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,897,83.09
1212,다사664490,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1450,72.24
1213,다사661435,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,645,91.02
1214,다사668441,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1006,79.88
1215,다사691437,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1265,74.79
1216,다사638463,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,959,81.67
1217,다사661427,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1227,75.4
1218,다사653468,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,715,87.94
1219,다사668473,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1340,74.03
1220,다사731521,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1297,74.4
1221,다사719527,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1456,72.08
1222,다사726528,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,993,80.18
1223,다사716519,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1481,70.01
1224,다사751491,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,695,88.7
1225,다사705494,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1043,78.28
1226,다사481018,69.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1217,75.55
1227,다사643107,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1295,74.46
1228,다사583050,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1396,73.31
1229,다사491042,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1294,74.46
1230,다사482020,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1220,75.5
1231,다사463168,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1251,75.05
1232,다사536130,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1096,77.31
1233,다사649096,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1407,73.16
1234,다사635090,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1291,74.49
1235,다사316134,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1205,75.69
1236,다사530145,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1126,76.93
1237,다사617119,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,996,80.1
1238,다사354083,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1323,74.15
1239,다사502141,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1335,74.07
1240,다사655095,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1203,75.72
1241,다사665077,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1248,75.08
1242,다사656086,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1351,73.88
1243,다사604112,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1076,77.62
1244,다사443154,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1398,73.3
1245,다사379170,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1333,74.07
1246,다사674345,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,680,89.21
1247,다사659450,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,826,84.86
1248,다사678449,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,830,84.77
1249,다사751480,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,1132,76.8
1250,다사648359,72.0,9,0,0,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,28.24,43.76,7.2933,1037,78.61
1251,다사676366,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,517,97.77
1252,다사707495,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1024,79.19
1253,다사773490,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1053,78.05
1254,다사631123,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1199,75.77
1255,다사503112,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1260,74.83
1256,다사447122,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1094,77.32
1257,다사657315,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1230,75.38
1258,다사653292,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1457,72.02
1259,다사601296,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1426,72.83
1260,다사679348,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,890,83.29
1261,다사686343,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,820,84.92
1262,다사654288,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1458,71.96
1263,다사662393,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1288,74.53
1264,다사692396,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,896,83.1
1265,다사639444,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,885,83.37
1266,다사742474,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1417,72.99
1267,다사678414,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | crosswalk_cnt | speedbump_cnt,40.57,41.01,27.99,6.9975,1286,74.56
1268,다사634349,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1212,75.63
1269,다사660304,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,986,80.35
1270,다사647329,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1054,78.04
1271,다사648300,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1058,77.99
1272,다사618320,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1185,76.06
1273,다사666347,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1428,72.78
1274,다사663324,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1247,75.1
1275,다사662319,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1264,74.81
1276,다사618289,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1422,72.91
1277,다사665326,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1216,75.56
1278,다사610325,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1320,74.17
1279,다사649326,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1093,77.34
1280,다사662266,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,809,85.21
1281,다사657340,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1005,79.89
1282,다사670319,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1141,76.7
1283,다사667298,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,953,81.91
1284,다사654296,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1277,74.64
1285,다사647327,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1041,78.33
1286,다사647305,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1138,76.71
1287,다사627332,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1087,77.48
1288,다사667296,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,948,82.04
1289,다사677343,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,829,84.78
1290,다사647286,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1147,76.64
1291,다사686412,69.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,908,82.89
1292,다사628371,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1324,74.14
1293,다사631341,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1474,71.19
1294,다사662385,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1471,71.48
1295,다사668400,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1042,78.3
1296,다사642396,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1202,75.75
1297,다사620368,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1113,77.04
1298,다사663400,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1181,76.13
1299,다사635340,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1234,75.31
1300,다사656343,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1099,77.25
1301,다사647356,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1287,74.54
1302,다사642347,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1089,77.44
1303,다사691367,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,773,86.05
1304,다사716368,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1365,73.65
1305,다사716366,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1388,73.45
1306,다사693377,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1424,72.9
1307,다사688350,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,998,80.04
1308,다사700349,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,916,82.65
1309,다사688366,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,641,91.22
1310,다사670367,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1097,77.26
1311,다사711380,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1431,72.7
1312,다사672355,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1027,78.95
1313,다사668359,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1310,74.24
1314,다사711371,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1179,76.16
1315,다사655432,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1382,73.5
1316,다사658488,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1347,73.93
1317,다사658436,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1363,73.7
1318,다사655431,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1384,73.48
