grid_gid,accident_cnt,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,kindergarten_child_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,speedbump_cnt,speedbump_hght_nan,speedbump_hght_below,speedbump_hght_above
다사661277,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사639302,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사627353,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사670407,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사703394,0,0,0,0,0,0,0,0,1,2,0,0,0,0
다사667369,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사694376,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사664292,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사590302,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사691352,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사687382,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사679389,0,0,0,0,0,0,0,0,2,9,0,0,0,0
다사693317,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사685406,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사631331,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사669382,0,0,0,0,0,0,0,0,2,10,3,3,0,0
다사686301,0,0,0,0,0,0,0,0,2,9,2,2,0,0
다사677379,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사655281,0,0,0,0,0,0,0,0,2,10,0,0,0,0
다사689368,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사685374,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사670382,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사686349,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사669306,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사657352,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사672406,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사671319,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사673394,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사669342,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사618304,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사695392,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사621365,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사702378,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사673384,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사663303,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사669334,0,0,0,0,0,0,0,0,1,1,2,2,0,0
다사702401,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사673311,0,0,0,0,0,0,0,0,1,3,2,2,0,0
다사668306,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사694374,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사662268,0,0,0,0,0,0,0,0,2,4,1,1,0,0
다사650337,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사644326,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사664280,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사703397,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사643293,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사703385,0,0,0,0,0,0,0,0,2,7,0,0,0,0
다사650394,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사692352,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사706398,0,0,0,0,0,0,0,0,2,9,0,0,0,0
다사689366,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사686406,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사683363,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사646324,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사621315,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사689396,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사674373,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사696379,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사667288,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사646359,0,0,0,0,0,0,0,0,2,6,2,2,0,0
다사678377,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사671380,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사700392,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사691315,0,0,0,0,0,0,0,0,3,9,2,2,0,0
다사658273,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사629332,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사672296,0,0,0,0,0,0,0,0,1,4,4,4,0,0
다사642364,0,0,0,0,0,0,0,0,2,5,0,0,0,0
다사692387,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사616295,0,0,0,0,0,0,0,0,2,5,0,0,0,0
다사638319,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사640324,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사646369,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사678344,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사688415,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사683307,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사650282,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사634333,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사670314,0,0,0,0,0,0,0,0,3,10,2,2,0,0
다사701401,0,0,0,0,0,0,0,0,2,7,1,1,0,0
다사638324,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사635318,0,0,0,0,0,0,0,0,2,8,0,0,0,0
다사655286,0,0,0,0,0,0,0,0,1,6,0,0,0,0
다사656318,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사638325,0,0,0,0,0,0,0,0,2,5,0,0,0,0
다사663291,0,0,0,0,0,0,0,0,1,2,0,0,0,0
다사682385,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사696393,0,0,0,0,0,0,0,0,3,8,5,5,0,0
다사671337,0,0,0,0,0,0,0,0,2,6,0,0,0,0
다사654284,0,0,0,0,0,0,0,0,1,2,0,0,0,0
다사657339,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사683345,0,0,0,0,0,0,0,0,1,5,3,3,0,0
다사655351,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사669273,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사717373,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사685369,0,0,0,0,0,0,0,0,2,7,0,0,0,0
다사650330,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사612327,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사663313,0,0,0,0,0,0,0,0,3,12,0,0,0,0
다사645390,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사677401,0,0,0,0,0,0,0,0,1,1,3,3,0,0
다사630327,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사650326,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사679408,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사662273,0,0,0,0,0,0,0,0,1,2,0,0,0,0
다사639332,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사608326,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사689386,0,0,0,0,0,0,0,0,2,4,0,0,0,0
다사651327,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사702387,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사673403,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사673374,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사662355,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사683373,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사682402,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사692401,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사686368,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사668354,0,0,0,0,0,0,0,0,1,5,1,0,0,1
다사681387,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사688305,0,0,0,0,0,0,0,0,1,2,2,2,0,0
다사671395,0,0,0,0,0,0,0,0,1,3,3,3,0,0
다사691313,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사670393,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사679342,0,0,0,0,0,0,0,0,2,8,1,1,0,0
다사646367,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사645302,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사620324,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사705378,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사678378,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사621321,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사647369,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사618364,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사645328,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사654280,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사625327,0,0,0,0,0,0,0,0,2,2,0,0,0,0
다사668375,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사705377,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사662332,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사701374,0,0,0,0,0,0,0,0,2,10,0,0,0,0
다사640368,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사677375,0,0,0,0,0,0,0,0,2,10,1,1,0,0
다사644334,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사663337,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사655333,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사676357,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사665318,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사662278,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사662314,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사710360,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사649336,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사700377,0,0,0,0,0,0,0,0,1,4,1,0,0,1
다사684386,0,0,0,0,0,0,0,0,2,8,1,1,0,0
다사639325,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사667337,0,0,0,0,0,0,0,0,1,8,3,3,0,0
다사653317,0,0,0,0,0,0,0,0,1,1,2,2,0,0
다사623300,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사690349,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사683299,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사696372,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사687342,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사671383,0,0,0,0,0,0,0,0,2,8,1,1,0,0
다사679377,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사617302,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사676378,0,0,0,0,0,0,0,0,2,9,1,1,0,0
다사682412,0,0,0,0,0,0,0,0,1,4,4,4,0,0
다사671305,0,0,0,0,0,0,0,0,1,6,0,0,0,0
다사660297,0,0,0,0,0,0,0,0,2,10,0,0,0,0
다사643391,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사675386,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사651321,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사692315,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사649332,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사619363,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사667379,0,0,0,0,0,0,0,0,1,6,2,2,0,0
다사673356,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사634319,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사660335,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사680389,0,0,0,0,0,0,0,0,3,15,0,0,0,0
다사688367,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사658298,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사696399,0,0,0,0,0,0,0,0,2,7,1,1,0,0
다사644325,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사671405,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사668270,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사669275,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사676389,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사649382,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사629331,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사592301,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사672318,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사701376,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사718362,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사671382,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사641334,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사640369,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사691372,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사642366,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사671393,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사616293,0,0,0,0,0,0,0,0,2,5,0,0,0,0
다사650401,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사629327,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사649351,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사645362,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사675319,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사718371,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사621304,0,0,0,0,0,0,0,0,1,2,1,1,0,0
다사620328,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사706405,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사661334,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사654319,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사653339,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사672301,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사679360,0,0,0,0,0,0,0,0,1,7,0,0,0,0
다사656365,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사678348,0,0,0,0,0,0,0,0,1,3,2,2,0,0
다사679323,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사646356,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사697411,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사598329,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사641367,0,0,0,0,0,0,0,0,2,5,0,0,0,0
다사695373,0,0,0,0,0,0,0,0,2,10,0,0,0,0
다사637279,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사660306,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사656319,0,0,0,0,0,0,0,0,2,2,2,2,0,0
다사671410,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사643362,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사642330,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사638338,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사652301,0,0,0,0,0,0,0,0,2,9,1,1,0,0
다사651324,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사665297,0,0,0,0,0,0,0,0,2,9,0,0,0,0
다사653325,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사683371,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사643301,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사692377,0,0,0,0,0,0,0,0,1,6,0,0,0,0
다사659334,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사612307,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사686308,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사687383,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사669393,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사676377,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사649320,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사671294,0,0,0,0,0,0,0,0,2,7,0,0,0,0
다사610326,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사675299,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사651342,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사633373,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사621303,0,0,0,0,0,0,0,0,1,2,1,1,0,0
다사681317,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사662328,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사661366,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사688311,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사633323,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사667340,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사644340,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사693397,0,0,0,0,0,0,0,0,2,5,1,1,0,0
다사632325,0,0,0,0,0,0,0,0,2,6,0,0,0,0
다사648294,0,0,0,0,0,0,0,0,1,2,0,0,0,0
다사638344,0,0,0,0,0,0,0,0,1,2,2,2,0,0
다사682342,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사686375,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사691365,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사647364,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사648374,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사647361,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사711387,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사705393,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사617300,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사680381,0,0,0,0,0,0,0,0,1,5,3,3,0,0
다사709398,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사628328,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사656311,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사695397,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사616302,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사662327,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사667383,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사700398,0,0,0,0,0,0,0,0,2,9,0,0,0,0
다사693393,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사697390,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사684307,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사664297,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사690368,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사660334,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사618297,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사668393,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사693369,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사649365,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사646332,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사673387,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사621324,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사669290,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사645319,0,0,0,0,0,0,0,0,1,3,2,2,0,0
다사604325,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사664303,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사678415,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사640332,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사692394,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사656278,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사676346,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사678303,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사690318,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사694373,0,0,0,0,0,0,0,0,1,6,0,0,0,0
다사692393,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사642376,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사663309,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사640337,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사677378,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사640330,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사642294,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사683296,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사670394,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사645334,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사682352,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사646389,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사667393,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사666289,0,0,0,0,0,0,0,0,2,10,2,2,0,0
다사720385,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사648272,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사685299,0,0,0,0,0,0,0,0,1,3,2,2,0,0
다사676342,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사631325,0,0,0,0,0,0,0,0,2,6,0,0,0,0
다사688364,0,0,0,0,0,0,0,0,1,1,1,0,0,1
다사618325,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사646349,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사662317,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사693392,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사645391,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사695374,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사667372,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사632342,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사690408,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사680343,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사661307,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사629329,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사685385,0,0,0,0,0,0,0,0,2,4,0,0,0,0
다사671409,0,0,0,0,0,0,0,0,2,10,0,0,0,0
다사682372,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사697372,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사609327,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사666307,0,0,0,0,0,0,0,0,2,10,0,0,0,0
다사626329,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사693409,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사686307,0,0,0,0,0,0,0,0,1,4,3,3,0,0
다사705394,0,0,0,0,0,0,0,0,2,9,0,0,0,0
다사664370,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사679410,0,0,0,0,0,0,0,0,1,4,2,2,0,0
다사617325,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사722359,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사681310,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사650358,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사707403,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사675328,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사710407,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사682347,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사639367,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사703382,0,0,0,0,0,0,0,0,1,4,1,1,0,0
다사709397,0,0,0,0,0,0,0,0,1,5,1,0,0,1
다사672402,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사670296,0,0,0,0,0,0,0,0,1,5,2,2,0,0
다사679365,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사654281,0,0,0,0,0,0,0,0,1,1,3,3,0,0
다사645364,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사675400,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사661354,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사676331,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사706369,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사668323,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사669294,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사621318,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사659316,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사709371,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사664312,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사689414,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사626324,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사699382,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사646364,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사686380,0,0,0,0,0,0,0,0,1,1,3,3,0,0
다사639323,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사667332,0,0,0,0,0,0,0,0,1,8,3,3,0,0
다사690373,0,0,0,0,0,0,0,0,1,6,0,0,0,0
다사652336,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사705379,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사709405,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사646299,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사640329,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사677331,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사669410,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사651339,0,0,0,0,0,0,0,0,1,1,0,0,0,0
다사678318,0,0,0,0,0,0,0,0,1,3,1,1,0,0
다사615327,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사683309,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사659336,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사638332,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사715361,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사710406,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사670290,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사637317,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사612325,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사609292,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사658318,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사691364,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사660308,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사628327,0,0,0,0,0,0,0,0,1,1,1,1,0,0
다사634323,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사658346,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사676300,0,0,0,0,0,0,0,0,1,4,5,5,0,0
다사636321,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사657304,0,0,0,0,0,0,0,0,1,5,4,4,0,0
다사683304,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사694407,0,0,0,0,0,0,0,0,1,3,0,0,0,0
다사630371,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사683379,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사655332,0,0,0,0,0,0,0,0,1,5,1,1,0,0
다사665378,0,0,0,0,0,0,0,0,1,2,0,0,0,0
다사670373,0,0,0,0,0,0,0,0,1,4,3,3,0,0
다사678403,0,0,0,0,0,0,0,0,1,4,0,0,0,0
다사647317,0,0,0,0,0,0,0,0,1,5,0,0,0,0
다사643272,0,0,0,0,0,0,0,0,2,2,0,0,0,0
다사599127,0,0,0,0,0,0,0,0,12,12,0,0,0,0
다사595124,0,0,0,0,0,0,0,0,8,8,0,0,0,0
