grid_gid,epdo_total,epdo_avg,accident_cnt,사망_cnt,중상_cnt,경상_cnt,부상신고_cnt,상해없음_cnt,기타불명_cnt,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,speedbump_cnt
다사467023,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사475168,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0
다바405989,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사639075,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사627107,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
다사640111,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사606147,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사268097,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다바408999,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사583128,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0
다사641090,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사633093,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사668090,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사634087,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사476020,8.0,4.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사656064,8.0,8.0,1,0,0,1,0,0,0,5,0,0,0,0,0,5,5,0
다사648134,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0
다사479039,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8,2
다사418095,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사625110,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사523073,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사547138,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사512173,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사590150,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사664094,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사554108,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,5,5,0
다사475203,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사472010,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,7,7,0
다사557039,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사457182,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사578117,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사650111,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,4,4,0
다사649087,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사512106,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사640085,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사614147,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,3,3,0
다사643125,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사639073,8.0,8.0,1,0,0,1,0,0,0,4,0,0,1,0,2,0,0,0
다사641121,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사220092,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사546135,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,1,4,4,0
다사247106,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사474036,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,4,0
다사478037,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,1,0,9,9,0
다사589114,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0
다사391123,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다바377968,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사528108,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사530111,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사397102,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
다사408124,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0
다사640113,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사434109,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사480017,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,4,4,0
다사612122,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
다사582125,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0
다사402122,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,4,4,0
다사521139,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사600138,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사494014,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다사546121,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,2,2,2,0
다사393122,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사444155,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0
다바548972,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사396123,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,4,0
다사608135,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,4,0
다사639067,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사646097,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사443141,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사470034,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사391003,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사638094,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다사316140,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사389126,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사399128,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사631107,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사658120,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,20,20,0
다바353950,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사506117,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사620106,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사532110,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사641099,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사558111,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사481023,8.0,8.0,1,0,0,1,0,0,0,6,0,0,0,0,0,8,8,0
다사518153,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0
다사593134,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사602131,8.0,4.0,2,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0
다사279024,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사590133,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,8,8,0
다사384120,8.0,8.0,1,0,0,1,0,0,0,2,1,0,1,0,2,0,0,0
다사446142,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사529110,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사469001,8.0,4.0,2,0,0,1,0,0,0,1,0,0,0,0,2,8,8,0
다사631074,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
다사468009,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0
다사627131,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다바471976,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사503113,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,1,2,2,0
다사455159,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사538107,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,10,0
다사577112,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,6,6,0
다사444164,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사383046,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사455087,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사529098,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사662080,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,0,15,15,0
다사296079,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,2,6,6,0
다사552133,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다바478987,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사398133,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사594132,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,6,6,0
다사467016,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,3,0
다사625098,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사527102,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사641114,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사641093,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사661094,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사645067,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,6,6,0
다사453158,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사330164,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사388030,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사645121,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사591115,8.0,8.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
다사417007,8.0,8.0,1,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0
다사663096,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
다사553132,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사342127,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사400128,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,4,4,0
다바427955,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,8,8,0
다사491036,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다바502978,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0
다사636083,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,1,3,3,0
다사553079,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사506129,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사463194,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사639110,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사430135,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사605135,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,16,16,0
다사446019,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사450051,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사484016,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
다사640131,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사522151,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사596118,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,12,0
다사444118,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사652118,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사650080,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사612113,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사669093,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다바348944,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사641067,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
다사637111,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사452065,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사668102,8.0,8.0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0
다사503140,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사512035,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사490031,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사627108,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사637123,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사402115,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사439194,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사622140,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0
다사389025,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사341127,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사350131,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사613125,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,12,12,0
다사406123,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사406127,8.0,8.0,1,0,0,1,0,0,0,5,0,0,0,0,0,4,4,0
다사619144,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
다사672078,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사310114,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0
다바390989,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사513133,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,12,12,0
다사614111,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0
다사646063,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다바454986,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사401114,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사400127,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사220089,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사669080,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사383215,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사347118,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사358122,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
다사399023,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사613145,8.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사617111,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,13,13,0
다사517143,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사522132,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사404197,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사662085,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사674081,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
다사539109,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사368098,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사642112,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사658094,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사494045,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사612151,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사248099,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사656083,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사394099,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사681084,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사249102,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0
다사306108,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사515139,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,9,9,0
다사617145,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사655125,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사639074,8.0,8.0,1,0,0,1,0,0,0,6,0,0,0,0,0,4,4,0
다바453998,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,4,0
다사340170,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사438009,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사488162,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사311066,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사641073,8.0,8.0,1,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0
다사445117,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사667081,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사609132,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
다사589131,8.0,8.0,1,0,0,1,0,0,0,1,0,1,0,1,0,10,10,0
다바380992,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0
다사554074,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다바365937,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사527132,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사509135,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0
다사488031,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,5,5,0
다사591129,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,12,0
다사442112,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사402202,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사469024,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사391124,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
다사514039,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사501097,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
다사458163,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사415033,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사447140,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사470072,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,2,8,8,0
다사611147,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사316124,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사368096,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사580121,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사394124,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다사653069,8.0,8.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
다사470000,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사627118,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,10,0
다사516136,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,11,0
다사603128,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사400141,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
다사584126,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사500003,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사287085,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0
다사649112,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사630097,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사448111,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사594134,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사321130,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사636108,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사596135,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사620125,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,1,0
다사441114,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사419101,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사474090,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사393089,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사475207,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사581147,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사629074,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0
다사656090,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
다사664117,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,11,0
다사418101,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
다바343945,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사647128,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0
다사448017,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사662107,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
다사661107,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,10,10,0
다사604131,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0
다사628122,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사659094,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사449039,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사391087,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사466203,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사407029,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사384047,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사567116,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
다사659117,8.0,8.0,1,0,0,1,0,0,0,5,0,0,0,0,0,1,1,0
다사621141,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,6,6,0
다사650081,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
다사572046,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사504155,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
다바441945,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사506128,8.0,8.0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
다사490015,8.0,8.0,1,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0
다사404145,8.0,8.0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
다사594123,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
다바387970,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,3,0
다사449108,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사657069,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,8,0
다사458186,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사649092,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0
다사650066,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0
다사540080,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,6,0
다바429998,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사530129,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,1,5,5,0
다사536085,8.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
다사353084,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사637125,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사585116,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사567118,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,13,0
다사537130,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
다사655090,8.0,8.0,1,0,0,1,0,0,0,3,0,0,0,0,0,8,8,0
다사584128,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
