gbn,addr,inst_plc,fac_hght,fac_wdth,sprtn,cntns,lon,lat,hght_class,grid_gid
,경기도 성남시 분당구 운중동 986-18번지,해당도로명 주소 인근,,8.0,,,127.0785164033787,37.39389100599875,nan,다사626328
,경기도 성남시 분당구 운중동 986-11번지,해당도로명 주소 인근,,7.0,,,127.07854835197,37.39428814730444,nan,다사626328
,경기도 성남시 분당구 판교동 156-4번지,해당도로명 주소 인근,,7.0,,,127.0990608599907,37.39471817864673,nan,다사645329
,경기도 성남시 분당구 판교동 157-34번지,해당도로명 주소 인근,,7.0,,,127.0997454415275,37.39472512105525,nan,다사645329
,경기도 성남시 분당구 이매동 180-23번지,해당도로명 주소 인근,,7.0,,,127.1184295767771,37.39474290857539,nan,다사662329
,경기도 성남시 분당구 판교동 231-4번지,해당도로명 주소 인근,,7.0,,,127.100247548959,37.39474387825659,nan,다사646329
,경기도 성남시 분당구 판교동 546-17번지,해당도로명 주소 인근,,8.0,,,127.0993294820559,37.39522910382221,nan,다사645329
,경기도 성남시 분당구 삼평동 41-15번지,해당도로명 주소 인근,,10.0,,,127.1184557838304,37.39555245968193,nan,다사662330
,경기도 성남시 분당구 판교동 545-15번지,해당도로명 주소 인근,,8.0,,,127.0993132086921,37.39558090666356,nan,다사645330
,경기도 성남시 분당구 판교동 544-14번지,해당도로명 주소 인근,,8.0,,,127.099215450687,37.3959299769399,nan,다사645330
,경기도 성남시 분당구 삼평동 41-16번지,해당도로명 주소 인근,,14.0,,,127.1184343233003,37.39589325225026,nan,다사662330
,경기도 성남시 분당구 백현동 132-232번지,해당도로명 주소 인근,,6.0,,,127.1112734899843,37.39598357034478,nan,다사655330
,경기도 성남시 분당구 삼평동 39번지,해당도로명 주소 인근,,11.0,,,127.1177468257339,37.39622810955903,nan,다사661330
,경기도 성남시 분당구 판교동 543-12번지,해당도로명 주소 인근,,8.0,,,127.0990886192174,37.39627148411126,nan,다사645330
,경기도 성남시 분당구 판교동 539-12번지,해당도로명 주소 인근,,10.0,,,127.0989178731692,37.39661087176555,nan,다사644331
,경기도 성남시 분당구 판교동 538-11번지,해당도로명 주소 인근,,8.0,,,127.0987407492774,37.39695694222651,nan,다사644331
,경기도 성남시 분당구 판교동 537-12번지,해당도로명 주소 인근,,8.0,,,127.0985668686861,37.39729167358406,nan,다사644332
,경기도 성남시 분당구 판교동 537-3번지,해당도로명 주소 인근,,8.0,,,127.0983883467283,37.39762228312289,nan,다사644332
,경기도 성남시 분당구 삼평동 524번지,해당도로명 주소 인근,,8.0,,,127.0981677417245,37.39792777925464,nan,다사644332
,경기도 성남시 분당구 삼평동 116-5번지,해당도로명 주소 인근,,13.0,,,127.1111821535377,37.39798586210324,nan,다사655332
,경기도 성남시 분당구 판교동 535-4번지,해당도로명 주소 인근,,10.0,,,127.0979326959799,37.39824393124663,nan,다사644333
,경기도 성남시 분당구 판교동 518-2번지,해당도로명 주소 인근,,6.0,,,127.096845955002,37.3985048633809,nan,다사643333
,경기도 성남시 분당구 판교동 531번지,해당도로명 주소 인근,,6.0,,,127.0974941117263,37.39883334711171,nan,다사643333
,경기도 성남시 분당구 판교동 519-6번지,해당도로명 주소 인근,,8.0,,,127.0974309349114,37.39925075882085,nan,다사643334
,경기도 성남시 분당구 판교동 521-3번지,해당도로명 주소 인근,,10.0,,,127.0977634323316,37.39942067681667,nan,다사643334
,경기도 성남시 분당구 삼평동 471-1번지,해당도로명 주소 인근,,17.0,,,127.1023751763511,37.39985647798035,nan,다사648334
,경기도 성남시 분당구 판교동 520-7번지,해당도로명 주소 인근,,6.0,,,127.0968589098531,37.39996767798409,nan,다사643335
,경기도 성남시 분당구 삼평동 380-7번지,해당도로명 주소 인근,,9.0,,,127.1027056845153,37.40092554603977,nan,다사648336
,경기도 성남시 분당구 삼평동 338-6번지,해당도로명 주소 인근,,12.0,,,127.1024014369721,37.40092381847582,nan,다사648336
,경기도 성남시 분당구 삼평동 235-4번지,해당도로명 주소 인근,,9.0,,,127.1111604743587,37.4009466120006,nan,다사655336
,경기도 성남시 분당구 삼평동 233-6번지,해당도로명 주소 인근,,9.0,,,127.111763158047,37.40141080500969,nan,다사656336
,경기도 성남시 수정구 사송동 167-2번지,해당도로명 주소 인근,,36.0,,,127.1168535581519,37.40136747087353,nan,다사660336
,경기도 성남시 분당구 삼평동 232번지,해당도로명 주소 인근,,9.0,,,127.1117637985672,37.40163472929801,nan,다사656336
,경기도 성남시 분당구 삼평동 631-1번지,해당도로명 주소 인근,,13.0,,,127.102548535092,37.40164331448477,nan,다사648336
,경기도 성남시 분당구 삼평동 233-10번지,해당도로명 주소 인근,,9.0,,,127.1117657956561,37.40190293539235,nan,다사656337
,경기도 성남시 분당구 판교동 500번지,해당도로명 주소 인근,,8.0,,,127.0947286566397,37.40230815868458,nan,다사641337
,경기도 성남시 분당구 삼평동 324-2번지,해당도로명 주소 인근,,11.0,,,127.1024064931316,37.40235316576692,nan,다사648337
,경기도 성남시 분당구 판교동 501-1번지,해당도로명 주소 인근,,10.0,,,127.0954021156372,37.4023867712954,nan,다사641337
,경기도 성남시 분당구 삼평동 산10번지,해당도로명 주소 인근,,9.0,,,127.1077372055455,37.40241684156402,nan,다사652337
,경기도 성남시 분당구 삼평동 231-2번지,해당도로명 주소 인근,,9.0,,,127.1111437985615,37.40242393191843,nan,다사655337
,경기도 성남시 분당구 삼평동 723-1번지,해당도로명 주소 인근,,22.0,,,127.1168415092076,37.40254584511926,nan,다사660337
,경기도 성남시 분당구 판교동 486-11번지,해당도로명 주소 인근,,10.0,,,127.0945576455379,37.40279092913237,nan,다사641338
,경기도 성남시 수정구 사송동 176-1번지,해당도로명 주소 인근,,22.0,,,127.1168410324108,37.40283196306834,nan,다사660338
,경기도 성남시 분당구 삼평동 480-6번지,해당도로명 주소 인근,,7.0,,,127.0963414523495,37.40287620027667,nan,다사642338
,경기도 성남시 분당구 판교동 486-7번지,해당도로명 주소 인근,,10.0,,,127.0937734840761,37.40289026621661,nan,다사640338
,경기도 성남시 분당구 삼평동 206번지,해당도로명 주소 인근,,9.0,,,127.1077419964657,37.40396525210298,nan,다사652339
,경기도 성남시 분당구 삼평동 산18-5번지,해당도로명 주소 인근,,20.0,,,127.1096806307277,37.4039435529233,nan,다사654339
,경기도 성남시 수정구 사송동 산58-4번지,해당도로명 주소 인근,,21.0,,,127.116505122921,37.40399032920806,nan,다사660339
,경기도 성남시 분당구 삼평동 산19-3번지,해당도로명 주소 인근,,10.0,,,127.1108353939821,37.4041167917075,nan,다사655339
,경기도 성남시 분당구 삼평동 460-8번지,해당도로명 주소 인근,,9.0,,,127.0981766226147,37.40440195478033,nan,다사644339
,경기도 성남시 분당구 삼평동 514-36번지,해당도로명 주소 인근,,13.0,,,127.0997097006662,37.40447991545968,nan,다사645340
,경기도 성남시 분당구 삼평동 290-6번지,해당도로명 주소 인근,,13.0,,,127.1014683913971,37.40450761182066,nan,다사647340
,경기도 성남시 수정구 사송동 산58-3번지,해당도로명 주소 인근,,3.0,,,127.1163737592872,37.40455836946682,nan,다사660340
,경기도 성남시 수정구 사송동 산58-2번지,해당도로명 주소 인근,,19.0,,,127.1158468993014,37.40463655319131,nan,다사660340
,경기도 성남시 분당구 삼평동 514-66번지,해당도로명 주소 인근,,9.0,,,127.0983456972109,37.40526289832322,nan,다사644340
,경기도 성남시 수정구 사송동 195번지,해당도로명 주소 인근,,16.0,,,127.1154968886382,37.40534252075324,nan,다사659340
,경기도 성남시 분당구 삼평동 466-7번지,해당도로명 주소 인근,,9.0,,,127.0993557093835,37.4057223740651,nan,다사645341
,경기도 성남시 수정구 사송동 194-4번지,해당도로명 주소 인근,,21.0,,,127.1154793285545,37.4059440604501,nan,다사659341
,경기도 성남시 분당구 운중동 215-6번지,해당도로명 주소 인근,,4.0,,,127.0620625912975,37.3908186620879,nan,다사612325
,경기도 성남시 분당구 이매동 271-11번지,해당도로명 주소 인근,,3.0,,,127.1329593504804,37.39490573349831,nan,다사675329
,경기도 성남시 분당구 이매동 274-1번지,해당도로명 주소 인근,,3.0,,,127.1331629801401,37.39480389876791,nan,다사675329
,경기도 성남시 분당구 이매동 128-8번지,해당도로명 주소 인근,,7.0,,,127.1286159268211,37.39161715819755,nan,다사671325
,경기도 성남시 분당구 이매동 356-1번지,해당도로명 주소 인근,,6.0,,,127.131147956099,37.3908325591189,nan,다사673324
,경기도 성남시 분당구 이매동 76-1번지,해당도로명 주소 인근,,6.0,,,127.130570214147,37.39830579512292,nan,다사673333
,경기도 성남시 분당구 이매동 81-18번지,해당도로명 주소 인근,,6.0,,,127.1322093011598,37.39860283828143,nan,다사674333
,경기도 성남시 분당구 이매동 27-2번지,해당도로명 주소 인근,,6.0,,,127.133922552084,37.3989284160292,nan,다사675333
,경기도 성남시 분당구 이매동 91-9번지,해당도로명 주소 인근,,6.0,,,127.1298133661877,37.39801941470519,nan,다사672332
,경기도 성남시 분당구 이매동 357-23번지,해당도로명 주소 인근,,6.0,,,127.1333322998846,37.39054610682037,nan,다사675324
,경기도 성남시 분당구 이매동 360-1번지,해당도로명 주소 인근,,6.0,,,127.1330129631166,37.39033830276792,nan,다사675324
,경기도 성남시 분당구 이매동 산52-7번지,해당도로명 주소 인근,,6.0,,,127.1328299766113,37.38997371586167,nan,다사674323
,경기도 성남시 분당구 이매동 355-1번지,해당도로명 주소 인근,,7.0,,,127.1322260314792,37.39016284846419,nan,다사674324
,경기도 성남시 분당구 서현동 188-27번지,해당도로명 주소 인근,,4.0,,,127.1369153453472,37.38544733935996,nan,다사678318
,경기도 성남시 분당구 서현동 200-6번지,해당도로명 주소 인근,,5.0,,,127.1333298241502,37.38452064352641,nan,다사675317
,경기도 성남시 분당구 서현동 200-6번지,해당도로명 주소 인근,,6.0,,,127.1333355021718,37.38463331780703,nan,다사675317
,경기도 성남시 분당구 서현동 201-4번지,해당도로명 주소 인근,,3.0,,,127.1333105863304,37.38528646501582,nan,다사675318
,경기도 성남시 분당구 서현동 206-24번지,해당도로명 주소 인근,,4.0,,,127.1332948213395,37.3855161305726,nan,다사675318
,경기도 성남시 분당구 율동 283번지,해당도로명 주소 인근,,9.0,,,127.1500711242044,37.38459942977037,nan,다사690317
,경기도 성남시 분당구 서현동 102-5번지,해당도로명 주소 인근,,7.0,,,127.1397460362332,37.38332388100558,nan,다사681316
,경기도 성남시 분당구 서현동 51-1번지,해당도로명 주소 인근,,5.0,,,127.1401875322219,37.38393518898312,nan,다사681317
,경기도 성남시 분당구 서현동 145-9번지,해당도로명 주소 인근,,6.0,,,127.1398052661237,37.38358702226379,nan,다사681316
,경기도 성남시 분당구 분당동 126-5번지,해당도로명 주소 인근,,6.0,,,127.146350753547,37.36898484981709,nan,다사686300
,경기도 성남시 분당구 분당동 119-3번지,해당도로명 주소 인근,,8.0,,,127.1456172723026,37.36979825187838,nan,다사686301
,경기도 성남시 분당구 분당동 119-2번지,해당도로명 주소 인근,,8.0,,,127.1455644104394,37.36997007004454,nan,다사686301
,경기도 성남시 분당구 분당동 139번지,해당도로명 주소 인근,,7.0,,,127.1445341763382,37.36962731599478,nan,다사685301
,경기도 성남시 분당구 분당동 167-1번지,해당도로명 주소 인근,,6.0,,,127.1419039102241,37.36762897153248,nan,다사682299
,경기도 성남시 분당구 분당동 160-5번지,해당도로명 주소 인근,,7.0,,,127.1423327619997,37.36829032625574,nan,다사683299
,경기도 성남시 분당구 분당동 157번지,해당도로명 주소 인근,,6.0,,,127.1430088555471,37.368811239589,nan,다사683300
,경기도 성남시 분당구 분당동 142번지,해당도로명 주소 인근,,10.0,,,127.1444262819512,37.36880673353225,nan,다사685300
,경기도 성남시 분당구 분당동 155번지,해당도로명 주소 인근,,6.0,,,127.1425288872925,37.36829808020831,nan,다사683299
,경기도 성남시 분당구 분당동 139번지,해당도로명 주소 인근,,6.0,,,127.1447453075927,37.36990865121464,nan,다사685301
,경기도 성남시 분당구 분당동 146-7번지,해당도로명 주소 인근,,11.0,,,127.1441648343619,37.36799644980183,nan,다사684299
,경기도 성남시 분당구 분당동 154-1번지,해당도로명 주소 인근,,8.0,,,127.1432927503504,37.36792282611072,nan,다사684299
,경기도 성남시 분당구 분당동 146-5번지,해당도로명 주소 인근,,8.0,,,127.1443903478796,37.36800921031254,nan,다사685299
,경기도 성남시 분당구 분당동 144번지,해당도로명 주소 인근,,8.0,,,127.1447309298309,37.36853594137675,nan,다사685300
,경기도 성남시 분당구 분당동 180-4번지,해당도로명 주소 인근,,9.0,,,127.1415773579429,37.36549486378949,nan,다사682296
,경기도 성남시 분당구 분당동 181-6번지,해당도로명 주소 인근,,5.0,,,127.1420260657046,37.36535173505723,nan,다사683296
,경기도 성남시 분당구 분당동 61-1번지,해당도로명 주소 인근,,12.0,,,127.1362399914618,37.36890213949884,nan,다사677300
,경기도 성남시 분당구 분당동 73번지,해당도로명 주소 인근,,7.0,,,127.1391041117778,37.36834299634434,nan,다사680299
,경기도 성남시 분당구 분당동 75번지,해당도로명 주소 인근,,7.0,,,127.1395618713055,37.36819245626879,nan,다사680299
,경기도 성남시 분당구 분당동 60-4번지,해당도로명 주소 인근,,6.0,,,127.1372489845241,37.36822374505538,nan,다사678299
,경기도 성남시 분당구 분당동 60-8번지,해당도로명 주소 인근,,5.0,,,127.1357247054592,37.36801026263502,nan,다사677299
,경기도 성남시 분당구 분당동 61-3번지,해당도로명 주소 인근,,13.0,,,127.1358153617228,37.36877205896285,nan,다사677300
,경기도 성남시 분당구 분당동 63-6번지,해당도로명 주소 인근,,5.0,,,127.1345781640358,37.36901237865936,nan,다사676300
,경기도 성남시 분당구 분당동 57-4번지,해당도로명 주소 인근,,13.0,,,127.13469436831,37.36956384100558,nan,다사676301
,경기도 성남시 분당구 분당동 92번지,해당도로명 주소 인근,,8.0,,,127.144032010081,37.37154873912865,nan,다사684303
,경기도 성남시 분당구 서현동 314-1번지,해당도로명 주소 인근,,7.0,,,127.1402233961978,37.37237403092445,nan,다사681304
,경기도 성남시 분당구 분당동 194-3번지,해당도로명 주소 인근,,7.0,,,127.1433222077405,37.37217998626124,nan,다사684304
,경기도 성남시 분당구 분당동 194-3번지,해당도로명 주소 인근,,7.0,,,127.1427930024853,37.37252085215758,nan,다사683304
,경기도 성남시 분당구 분당동 193-2번지,해당도로명 주소 인근,,5.0,,,127.1416777466085,37.37150973715444,nan,다사682303
,경기도 성남시 분당구 서현동 311번지,해당도로명 주소 인근,,7.0,,,127.1387880035995,37.37191823960089,nan,다사680303
,경기도 성남시 분당구 구미동 254-5번지,해당도로명 주소 인근,,7.0,,,127.1273286980561,37.34002016134795,nan,다사669268
,경기도 성남시 분당구 정자동 237-8번지,해당도로명 주소 인근,,8.0,,,127.1250019503268,37.35862357455538,nan,다사667289
,경기도 성남시 분당구 수내동 94-14번지,해당도로명 주소 인근,,8.0,,,127.1263059458741,37.36499067406189,nan,다사669296
,경기도 성남시 분당구 분당동 57-10번지,해당도로명 주소 인근,,1.0,,,127.1349787084078,37.36853430714968,nan,다사676300
,경기도 성남시 분당구 분당동 57-9번지,해당도로명 주소 인근,,8.0,,,127.1350196517572,37.36855869579907,nan,다사676300
,경기도 성남시 분당구 분당동 165-9번지,해당도로명 주소 인근,,7.0,,,127.1408062537462,37.36828176279401,nan,다사681299
,경기도 성남시 분당구 분당동 199-8번지,해당도로명 주소 인근,,6.0,,,127.1473118248278,37.37252108310114,nan,다사687304
,경기도 성남시 분당구 수내동 28-3번지,해당도로명 주소 인근,,6.0,,,127.1183949388269,37.3742594853355,nan,다사662306
,경기도 성남시 분당구 수내동 29번지,해당도로명 주소 인근,,7.0,,,127.1189475608887,37.37492515959137,nan,다사662307
,경기도 성남시 분당구 수내동 30번지,해당도로명 주소 인근,,7.0,,,127.1178579569506,37.37589252566743,nan,다사661308
,경기도 성남시 분당구 수내동 30번지,해당도로명 주소 인근,,8.0,,,127.1182696454436,37.37552664891214,nan,다사662307
,경기도 성남시 분당구 수내동 30번지,해당도로명 주소 인근,,7.0,,,127.1184189810366,37.37539438987712,nan,다사662307
,경기도 성남시 분당구 수내동 31번지,해당도로명 주소 인근,,7.0,,,127.1174330229778,37.37510650950589,nan,다사661307
,경기도 성남시 분당구 수내동 38-2번지,해당도로명 주소 인근,,6.0,,,127.1170338035345,37.37547022404022,nan,다사660307
,경기도 성남시 분당구 수내동 35번지,해당도로명 주소 인근,,6.0,,,127.1172235690903,37.37644416684467,nan,다사661308
,경기도 성남시 분당구 수내동 32번지,해당도로명 주소 인근,,6.0,,,127.1167966993168,37.37682282574147,nan,다사660309
,경기도 성남시 분당구 수내동 32번지,해당도로명 주소 인근,,8.0,,,127.116715990531,37.37690613097478,nan,다사660309
,경기도 성남시 분당구 수내동 32번지,해당도로명 주소 인근,,8.0,,,127.116673536366,37.37694464834333,nan,다사660309
,경기도 성남시 분당구 수내동 33-1번지,해당도로명 주소 인근,,7.0,,,127.1153977031621,37.3769168342041,nan,다사659309
,경기도 성남시 분당구 구미동 110-2번지,해당도로명 주소 인근,,7.0,,,127.1183032944512,37.34645938717509,nan,다사661275
,경기도 성남시 분당구 구미동 110-2번지,해당도로명 주소 인근,,7.0,,,127.1185363394948,37.34653577895143,nan,다사662275
,경기도 성남시 분당구 구미동 103번지,해당도로명 주소 인근,,9.0,,,127.118956110017,37.34645614519385,nan,다사662275
,경기도 성남시 분당구 구미동 102번지,해당도로명 주소 인근,,8.0,,,127.1193379355324,37.34653732657209,nan,다사662275
,경기도 성남시 분당구 구미동 233-7번지,해당도로명 주소 인근,,4.0,,,127.1230038772273,37.33851221396269,nan,다사666266
,경기도 성남시 분당구 구미동 233-2번지,해당도로명 주소 인근,,7.0,,,127.1233102351537,37.33866202910826,nan,다사666266
,경기도 성남시 분당구 구미동 106번지,해당도로명 주소 인근,,8.0,,,127.1192995535062,37.34390261408863,nan,다사662272
, ,해당도로명 주소 인근,,8.0,,,127.1188068875022,37.34311929116743,nan,다사662271
,경기도 성남시 분당구 구미동 303-6번지,해당도로명 주소 인근,,6.0,,,127.1178292688852,37.34044457713058,nan,다사661268
,경기도 성남시 분당구 구미동 303-6번지,해당도로명 주소 인근,,6.0,,,127.1189391425121,37.34035132284716,nan,다사662268
,경기도 성남시 분당구 정자동 230-11번지,해당도로명 주소 인근,,8.0,,,127.1236412689708,37.3577167659459,nan,다사666288
,경기도 성남시 분당구 정자동 224-1번지,해당도로명 주소 인근,,6.0,,,127.1231569770618,37.35931386376688,nan,다사666289
,경기도 성남시 분당구 정자동 223-7번지,해당도로명 주소 인근,,8.0,,,127.1229730959253,37.35858097482417,nan,다사666289
,경기도 성남시 분당구 수내동 62번지,해당도로명 주소 인근,,8.0,,,127.1211216095027,37.37183574152731,nan,다사664303
, ,해당도로명 주소 인근,,11.0,,,127.1210871332101,37.37467462857762,nan,다사664306
,경기도 성남시 분당구 구미동 303-6번지,해당도로명 주소 인근,,6.0,,,127.1183714094961,37.34038188912206,nan,다사661268
,경기도 성남시 분당구 정자동 219-1번지,해당도로명 주소 인근,,3.0,,,127.1233752458141,37.35996271455321,nan,다사666290
,경기도 성남시 분당구 수내동 61번지,해당도로명 주소 인근,,7.0,,,127.1216835840704,37.37109267484565,nan,다사665302
,경기도 성남시 분당구 수내동 63-1번지,해당도로명 주소 인근,,8.0,,,127.1219815554816,37.37066035780914,nan,다사665302
,경기도 성남시 분당구 수내동 59번지,해당도로명 주소 인근,,6.0,,,127.1207108564808,37.37219182579925,nan,다사664304
,경기도 성남시 분당구 수내동 56번지,해당도로명 주소 인근,,6.0,,,127.1207074679953,37.37334858249015,nan,다사664305
,경기도 성남시 분당구 수내동 62번지,해당도로명 주소 인근,,8.0,,,127.1215588751184,37.37260479990832,nan,다사664304
,경기도 성남시 분당구 수내동 57번지,해당도로명 주소 인근,,8.0,,,127.1219962801878,37.37221472581677,nan,다사665304
,경기도 성남시 분당구 수내동 53번지,해당도로명 주소 인근,,6.0,,,127.1226048703577,37.37133385393267,nan,다사665303
,경기도 성남시 분당구 구미동 303-6번지,해당도로명 주소 인근,,6.0,,,127.1196153101173,37.33999175391321,nan,다사663268
,경기도 성남시 분당구 정자동 219-1번지,해당도로명 주소 인근,,4.0,,,127.1233927316481,37.35999956774091,nan,다사666290
,경기도 성남시 분당구 분당동 177-5번지,해당도로명 주소 인근,,5.0,,,127.1408764835444,37.36584903185361,nan,다사682297
,경기도 성남시 분당구 야탑동 485-3번지,해당도로명 주소 인근,,13.0,,,127.1199787226982,37.41436512012014,nan,다사663350
,경기도 성남시 분당구 정자동 4-16번지,해당도로명 주소 인근,,3.0,,,127.1057190478125,37.37628838235502,nan,다사650308
, ,해당도로명 주소 인근,,1.0,,,127.1055080729904,37.37627130914219,nan,다사650308
,경기도 성남시 분당구 정자동 4-16번지,해당도로명 주소 인근,,5.0,,,127.1056866159817,37.37634688174768,nan,다사650308
,경기도 성남시 분당구 정자동 94-8번지,해당도로명 주소 인근,,3.0,,,127.1069873034594,37.37715838449221,nan,다사652309
,경기도 성남시 분당구 정자동 94-8번지,해당도로명 주소 인근,,9.0,,,127.1070468350992,37.37714298420151,nan,다사652309
,경기도 성남시 분당구 정자동 94-8번지,해당도로명 주소 인근,,18.0,,,127.1076361973638,37.37753186694062,nan,다사652310
,경기도 성남시 분당구 운중동 339-29번지,해당도로명 주소 인근,,6.0,,,127.05851387125,37.3932286816785,nan,다사609327
,경기도 성남시 분당구 운중동 339-33번지,해당도로명 주소 인근,,6.0,,,127.0585633465741,37.39296734048261,nan,다사609327
,경기도 성남시 분당구 판교동 648번지,해당도로명 주소 인근,,8.0,,,127.1000234301664,37.38748609549088,nan,다사645321
,경기도 성남시 분당구 하산운동 323-2번지,해당도로명 주소 인근,,6.0,,,127.0748407270375,37.38778122621675,nan,다사623321
,경기도 성남시 분당구 하산운동 323-2번지,해당도로명 주소 인근,,7.0,,,127.0751374307465,37.38779324448525,nan,다사623321
,경기도 성남시 분당구 하산운동 340-2번지,해당도로명 주소 인근,,3.0,,,127.074548195911,37.38784771210072,nan,다사623321
,경기도 성남시 분당구 백현동 222번지,해당도로명 주소 인근,,4.0,,,127.1113185652855,37.38781849403032,nan,다사655321
,경기도 성남시 분당구 백현동 산11-7번지,해당도로명 주소 인근,,3.0,,,127.1111143921285,37.38781956368634,nan,다사655321
,경기도 성남시 분당구 하산운동 33-7번지,해당도로명 주소 인근,,4.0,,,127.0748753425887,37.38787300481444,nan,다사623321
,경기도 성남시 분당구 하산운동 320-5번지,해당도로명 주소 인근,,7.0,,,127.0751748138175,37.38788008317231,nan,다사623321
,경기도 성남시 분당구 하산운동 320-5번지,해당도로명 주소 인근,,5.0,,,127.0752212576411,37.3880161844241,nan,다사623321
,경기도 성남시 분당구 하산운동 33-8번지,해당도로명 주소 인근,,5.0,,,127.0749177071388,37.38802047045088,nan,다사623321
,경기도 성남시 분당구 하산운동 346-1번지,해당도로명 주소 인근,,4.0,,,127.0754961632942,37.38805013938068,nan,다사624321
,경기도 성남시 분당구 하산운동 320-5번지,해당도로명 주소 인근,,6.0,,,127.0752485098658,37.38810995677647,nan,다사624321
,경기도 성남시 분당구 하산운동 33-8번지,해당도로명 주소 인근,,7.0,,,127.0749415447901,37.38810517036917,nan,다사623321
,경기도 성남시 분당구 판교동 432-5번지,해당도로명 주소 인근,,10.0,,,127.0897072722912,37.38821341820718,nan,다사636322
,경기도 성남시 분당구 운중동 1047-5번지,해당도로명 주소 인근,,8.0,,,127.0842178439513,37.38848653132605,nan,다사631322
,경기도 성남시 분당구 백현동 163-2번지,해당도로명 주소 인근,,6.0,,,127.1146478446241,37.38848782185413,nan,다사658322
,경기도 성남시 분당구 운중동 1048-9번지,해당도로명 주소 인근,,8.0,,,127.0835364911962,37.3886268186419,nan,다사631322
,경기도 성남시 분당구 백현동 164번지,해당도로명 주소 인근,,6.0,,,127.1151338815056,37.3886546654909,nan,다사659322
,경기도 성남시 분당구 운중동 1037-4번지,해당도로명 주소 인근,,7.0,,,127.0795405664815,37.38880583623736,nan,다사627322
,경기도 성남시 분당구 백현동 61-1번지,해당도로명 주소 인근,,19.0,,,127.1163389360625,37.38884836249944,nan,다사660322
,경기도 성남시 분당구 하산운동 314-7번지,해당도로명 주소 인근,,7.0,,,127.0783127183038,37.38905482228171,nan,다사626323
,경기도 성남시 분당구 하산운동 225번지,해당도로명 주소 인근,,7.0,,,127.0825598204031,37.38918787723016,nan,다사630323
,경기도 성남시 분당구 하산운동 228-1번지,해당도로명 주소 인근,,7.0,,,127.0828611640772,37.38927794680674,nan,다사630323
,경기도 성남시 분당구 판교동 586-8번지,해당도로명 주소 인근,,8.0,,,127.0933561050393,37.38929259562554,nan,다사640323
,경기도 성남시 분당구 판교동 598-9번지,해당도로명 주소 인근,,7.0,,,127.0917520843513,37.38961311450654,nan,다사638323
,경기도 성남시 분당구 판교동 579번지,해당도로명 주소 인근,,10.0,,,127.0994978601986,37.38962006508374,nan,다사645323
,경기도 성남시 분당구 하산운동 15-5번지,해당도로명 주소 인근,,7.0,,,127.0729718831807,37.38966494197665,nan,다사621323
,경기도 성남시 분당구 판교동 385-3번지,해당도로명 주소 인근,,8.0,,,127.0934829890764,37.38966232744596,nan,다사640323
,경기도 성남시 분당구 판교동 596-4번지,해당도로명 주소 인근,,8.0,,,127.0918853066957,37.38999454181867,nan,다사638324
,경기도 성남시 분당구 판교동 193-1번지,해당도로명 주소 인근,,15.0,,,127.0976569005413,37.39013213875005,nan,다사643324
,경기도 성남시 분당구 판교동 621-8번지,해당도로명 주소 인근,,7.0,,,127.0892102470863,37.39014384508643,nan,다사636324
,경기도 성남시 분당구 판교동 399-2번지,해당도로명 주소 인근,,7.0,,,127.0919802102457,37.39026479015639,nan,다사638324
,경기도 성남시 분당구 백현동 65-4번지,해당도로명 주소 인근,,22.0,,,127.116822329041,37.39042187407618,nan,다사660324
,경기도 성남시 분당구 판교동 618-10번지,해당도로명 주소 인근,,8.0,,,127.089352433976,37.39052105260123,nan,다사636324
,경기도 성남시 분당구 하산운동 331-2번지,해당도로명 주소 인근,,7.0,,,127.0883255574093,37.39054455671844,nan,다사635324
,경기도 성남시 분당구 운중동 939-4번지,해당도로명 주소 인근,,8.0,,,127.0797329807069,37.39063420362631,nan,다사627324
,경기도 성남시 분당구 판교동 186-2번지,해당도로명 주소 인근,,6.0,,,127.0985809945657,37.39069853009192,nan,다사644324
,경기도 성남시 분당구 판교동 568-16번지,해당도로명 주소 인근,,7.0,,,127.0995005266891,37.39069789501958,nan,다사645324
,경기도 성남시 분당구 백현동 65-4번지,해당도로명 주소 인근,,22.0,,,127.1168230580246,37.39068843900669,nan,다사660324
,경기도 성남시 분당구 하산운동 197번지,해당도로명 주소 인근,,7.0,,,127.0894474887323,37.39079118531433,nan,다사636324
,경기도 성남시 분당구 판교동 615-8번지,해당도로명 주소 인근,,8.0,,,127.089545196213,37.39103491184378,nan,다사636325
,경기도 성남시 분당구 운중동 932번지,해당도로명 주소 인근,,7.0,,,127.0771154207562,37.39113973107422,nan,다사625325
,경기도 성남시 분당구 동원동 30-2번지,해당도로명 주소 인근,,4.0,,,127.1024150899393,37.34719345257442,nan,다사647276
,경기도 성남시 분당구 금곡동 444-211번지,해당도로명 주소 인근,,3.0,,,127.1030634479353,37.34847218575308,nan,다사648277
,경기도 성남시 분당구 금곡동 444-178번지,해당도로명 주소 인근,,3.0,,,127.1030281074698,37.3497610581373,nan,다사648279
,경기도 성남시 중원구 여수동 306-1번지,해당도로명 주소 인근,,4.0,,,127.129215046624,37.41698812504232,nan,다사671353
,경기도 성남시 분당구 석운동 5-75번지,해당도로명 주소 인근,,7.0,,,127.047936230949,37.37819703049282,nan,다사599311
,경기도 성남시 분당구 석운동 5-62번지,해당도로명 주소 인근,,7.0,,,127.0475266538017,37.37741051389922,nan,다사599310
