install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
1161,다사605133,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,767,86.24
1162,다사473067,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,745,86.85
1163,다사453090,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,739,87.13
1164,다사464024,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,833,84.43
1165,다바462997,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,955,81.79
1166,다사633086,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,952,81.88
1167,다사641105,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,927,82.52
1168,다사456086,77.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,30.2,46.8,7.8,734,87.24
1169,다사261075,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,31.2,38.8,7.76,1354,73.83
1170,다사620126,76.0,3,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.81,46.19,7.6983,919,82.71
1171,다사650271,71.0,3,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.76,38.24,7.648,1134,76.87
1172,다사668342,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,888,83.4
1173,다사732520,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1346,73.91
1174,다사727500,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1393,73.43
1175,다사656080,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1419,73.11
1176,다사452017,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1386,73.5
1177,다바369971,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1467,71.85
1178,다사572119,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1218,75.41
1179,다사615104,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1018,79.63
1180,다사356123,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1278,74.69
1181,다사466016,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1471,71.67
1182,다사264160,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1195,75.8
1183,다사414043,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1387,73.48
1184,다사623139,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,30.76,38.24,7.648,1063,78.12
1185,다사651449,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,44.28,38.45,30.55,7.6375,991,80.4
1186,다사672421,69.0,1,0,1,3,cctv_cam_cnt | cctv_cnt | speedbump_cnt,33.12,46.15,22.85,7.6167,1083,77.65
1187,다사664315,75.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.42,45.58,7.5967,905,82.93
1188,다사394209,75.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.42,45.58,7.5967,942,82.27
1189,다사616116,75.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,29.42,45.58,7.5967,728,87.57
1190,다사651338,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,969,81.28
1191,다사650440,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,836,84.37
1192,다사677445,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1233,75.16
1193,다사678454,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,977,80.97
1194,다사729503,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1115,77.16
1195,다사610138,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,1057,78.2
1196,다사589124,70.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,32.3,37.7,7.54,683,89.09
1197,다사691370,69.0,1,0,1,2,bus_stop_cnt | crosswalk_cnt,21.8,53.96,15.04,7.52,1329,74.18
1198,다사655452,69.0,1,0,1,2,bus_stop_cnt | crosswalk_cnt,21.8,53.96,15.04,7.52,979,80.81
1199,다사699384,93.0,4,0,1,1,bus_stop_cnt,8.0,85.56,7.44,7.44,327,120.1
1200,다사676352,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,791,85.51
1201,다사656264,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1379,73.55
1202,다사662318,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1164,76.41
1203,다사647367,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1077,77.77
1204,다사687416,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1315,74.29
1205,다사709380,69.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1044,78.64
1206,다사715372,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1262,74.88
1207,다사711376,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1200,75.7
1208,다사640454,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,899,83.08
1209,다사664490,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1299,74.49
1210,다사661435,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,651,91.01
1211,다사668441,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1010,79.79
1212,다사691437,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1242,75.03
1213,다사638463,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,959,81.74
1214,다사661427,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1221,75.34
1215,다사653468,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,716,87.92
1216,다사668473,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1336,74.08
1217,다사731521,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1332,74.14
1218,다사719527,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1443,72.4
1219,다사726528,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,995,80.28
1220,다사716519,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1480,70.38
1221,다사730522,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1357,73.79
1222,다사751491,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,699,88.63
1223,다사705494,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1045,78.59
1224,다사481018,69.0,2,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1192,75.85
1225,다사571120,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1420,73.07
1226,다사643107,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1288,74.58
1227,다사583050,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1396,73.41
1228,다사491042,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1265,74.83
1229,다사482020,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1197,75.79
1230,다사463168,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1212,75.52
1231,다사536130,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1153,76.6
1232,다사649096,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1469,71.79
1233,다사635090,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1324,74.19
1234,다사316134,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1198,75.75
1235,다사530145,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1120,77.1
1236,다사617119,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1007,79.93
1237,다사354083,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1295,74.53
1238,다사502141,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1303,74.43
1239,다사655095,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1226,75.23
1240,다사665077,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1294,74.53
1241,다사656086,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1371,73.59
1242,다사604112,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1079,77.71
1243,다사443154,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1408,73.26
1244,다사379170,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,31.84,37.16,7.432,1292,74.54
1245,다사674345,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,680,89.45
1246,다사659450,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,819,84.83
1247,다사678449,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,825,84.69
1248,다사751480,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,39.8,29.2,7.3,1154,76.59
1249,다사648359,72.0,9,0,0,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,28.24,43.76,7.2933,1026,79.11
1250,다사676366,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,517,98.16
1251,다사670436,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,738,87.15
1252,다사707495,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1024,79.28
1253,다사773490,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1097,77.39
1254,다사631123,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1181,76.09
1255,다사447122,70.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.46,42.54,7.09,1093,77.54
1256,다사657315,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1190,75.86
1257,다사653292,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1442,72.41
1258,다사601296,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1404,73.29
1259,다사679348,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,861,83.73
1260,다사686343,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,807,85.18
1261,다사654288,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1448,72.3
1262,다사662393,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1325,74.19
1263,다사692396,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,879,83.52
1264,다사639444,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,872,83.6
1265,다사742474,69.0,1,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,50.97,33.83,35.17,7.034,1424,73.01
1266,다사678414,69.0,1,0,1,4,bus_stop_cnt | cctv_cam_cnt | crosswalk_cnt | speedbump_cnt,40.57,41.01,27.99,6.9975,1263,74.85
1267,다사634349,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1182,76.07
1268,다사660304,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,982,80.73
1269,다사647329,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1048,78.4
1270,다사648300,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1050,78.36
1271,다사618320,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1161,76.46
1272,다사666347,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1380,73.54
1273,다사663324,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1219,75.41
1274,다사662319,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1217,75.44
1275,다사618289,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1402,73.3
1276,다사665326,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1187,75.97
1277,다사610325,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1304,74.43
1278,다사649326,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1081,77.68
1279,다사662266,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,787,85.57
1280,다사657340,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1011,79.78
1281,다사670319,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1118,77.12
1282,다사667298,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,937,82.4
1283,다사654296,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1227,75.23
1284,다사647327,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1041,78.73
1285,다사647305,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1122,77.09
1286,다사627332,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1072,77.94
1287,다사667296,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,933,82.44
1288,다사677343,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,804,85.2
1289,다사647286,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1128,77.04
1290,다사686412,69.0,2,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,898,83.11
1291,다사628371,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1283,74.61
1292,다사631341,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1470,71.77
1293,다사662385,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1465,71.91
1294,다사668400,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1040,78.73
1295,다사642396,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1180,76.11
1296,다사620368,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1086,77.61
1297,다사663400,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1246,74.98
1298,다사635340,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1196,75.8
1299,다사656343,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1088,77.6
1300,다사647356,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1257,74.91
1301,다사642347,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1038,78.74
1302,다사691367,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,746,86.79
1303,다사716368,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1337,74.05
1304,다사716366,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1356,73.79
1305,다사693377,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,1403,73.29
1306,다사688350,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,987,80.51
1307,다사700349,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,902,82.98
1308,다사688366,69.0,1,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,27.07,41.93,6.9883,620,91.89
