grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank
다사482020,69.0,1,0,1,0.0,0,1.23,2.69,0.2608,0.0283,0.0777,0.106,0.4041,35.2,70.5302,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2608,1.8333,0.5867,1.7053,1.0,1.0,159.57,일반,971,0.098427,75.79,1197
다사316134,69.0,1,0,1,0.0,0,7.98,88.75,0.377,0.9584,1.4788,2.4372,0.3759,56.11,50.8042,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.377,1.8333,0.9352,1.508,1.0,1.0,245.65,교통약자유동多,518,0.097832,75.75,1198
다사618125,69.0,1,0,1,0.0,0,27.59,53.36,0.1015,9.635,4.2577,13.8927,0.7084,25.26,52.731,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),녹지,1.1015,2.0,0.421,1.5273,1.0,1.1042,107.92,주말방문집중,1323,0.097346,75.72,1199
다사711376,69.0,1,0,1,0.0,0,31.82,346.64,0.2858,45.0634,19.8705,64.9339,0.6697,29.74,29.6455,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2858,1.8333,0.4957,1.2965,1.5,1.0848,170.09,주말방문집중 | 통행피크위험,912,0.097161,75.7,1200
다사662491,69.0,1,0,1,0.0,0,10.24,56.44,0.3368,0.3811,1.8717,2.2528,0.4154,63.09,42.6303,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3368,1.8333,1.0515,1.4263,1.0,1.0,253.61,고속도로위험,495,0.096935,75.69,1201
다사320129,69.0,1,0,1,0.0,0,83.07,1055.0,0.374,16.5809,15.8417,32.4226,0.626,30.39,38.6334,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.374,2.0,0.5065,1.3863,1.2057,1.063,170.64,교통약자유동多 | 주말방문집중 | 통행피크위험,908,0.096991,75.69,1202
다사651074,69.0,2,0,1,35.0,0.1224,132.23,149.33,0.27,2.608,7.9481,10.5561,0.5584,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),공공공지,1.3924,1.6667,1.0,1.0,1.0,1.0292,164.8,주말방문집중,942,0.096935,75.69,1203
다사643121,69.0,1,0,1,0.0,0,405.47,486.49,0.2363,26.8803,32.0216,58.9019,0.63,32.28,44.3487,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),도로,1.2363,1.5,0.538,1.4435,1.5,1.065,158.75,주말방문집중 | 통행피크위험,977,0.096672,75.67,1204
다사731477,69.0,1,0,1,0.0,0,9.3,67.72,0.2778,0.6025,3.4584,4.0609,0.3304,,97.7507,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2778,1.6667,1.0,1.9775,1.0,1.0,290.59,일반,403,0.096399,75.65,1205
다사685420,69.0,1,0,1,0.0,0,117.58,197.8,0.3163,6.9888,27.8116,34.8004,0.3738,,80.3091,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),도로,1.3163,1.6667,1.0,1.8031,1.2427,1.0,339.19,통행피크위험,318,0.096162,75.64,1206
다사462147,69.0,1,0,1,0.0,0,0.29,3.51,0.2724,0.0126,0.2122,0.2248,0.5371,89.24,10.2808,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2724,2.0,1.4873,1.1028,1.0,1.0186,293.36,고속도로위험,398,0.09614,75.63,1207
다사728504,69.0,2,0,1,0.0,0,312.28,909.94,0.3069,32.3455,61.26,93.6055,0.42,34.98,26.8359,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),자족기능확보시설,1.3069,1.6667,0.583,1.2684,1.5,1.0,166.71,통행피크위험,929,0.095291,75.58,1208
다사682466,69.0,1,0,1,0.0,0,7.54,65.51,0.3172,0.9939,2.8206,3.8145,0.5947,31.88,50.6525,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3172,2.0,0.5313,1.5065,1.0,1.0474,152.39,주말방문집중,1019,0.095262,75.57,1209
다사672439,69.0,1,0,1,0.0,0,141.51,434.12,0.3517,15.2917,26.46,41.7517,0.5567,24.72,57.251,3,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3517,1.5,0.412,1.5725,1.3512,1.0284,125.95,교통약자유동多 | 주말방문집중 | 통행피크위험,1200,0.094791,75.54,1210
다사568120,70.0,2,0,1,0.0,0,169.42,742.62,0.3085,14.2561,25.3142,39.5703,0.4873,25.25,38.4638,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3085,1.5,0.4208,1.3846,1.3171,1.0,105.43,통행피크위험,1339,0.079109,75.54,1211
다사463168,69.0,1,0,1,0.0,0,2.46,38.93,0.3225,0.1245,0.8529,0.9774,0.5886,59.75,34.2418,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3225,1.8333,0.9958,1.3424,1.0,1.0443,233.54,주말방문집중,559,0.094521,75.52,1212
다사651095,69.0,1,0,1,0.0,0,49.74,86.21,0.2639,1.9775,5.498,7.4755,0.5299,,83.52,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),근린생활시설용지,1.2639,1.6667,1.0,1.8352,1.0,1.015,270.75,상업지역,449,0.094219,75.5,1213
다사653116,69.0,1,0,1,6.0,0.0583,172.79,111.84,0.2893,1.5519,4.0297,5.5816,0.2893,32.93,39.633,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),공동주택,1.3476,1.5,0.5488,1.3963,1.0,1.0,106.88,주거밀집,1332,0.093852,75.48,1214
다사418072,69.0,1,0,1,0.0,0,2.75,103.22,0.1264,13.0652,3.6163,16.6815,0.7991,17.99,46.8454,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.1264,2.0,0.2998,1.4685,1.0,1.1496,78.67,주말방문집중,1450,0.093517,75.45,1215
다사638114,69.0,1,0,1,0.0,0,12.49,21.02,0.2205,1.0247,2.1423,3.167,0.4893,,92.801,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),상업시설,1.2205,1.5,1.0,1.928,1.0,1.0,243.55,상업지역,527,0.093284,75.44,1216
다사662319,69.0,1,0,1,0.0,0,190.62,984.9,0.2896,16.2888,35.1223,51.4111,0.6077,29.32,27.488,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2896,2.0,0.4887,1.2749,1.5,1.0538,175.27,주말방문집중 | 통행피크위험,885,0.093309,75.44,1217
다사572119,69.0,1,0,1,0.0,0,12.45,60.99,0.2785,0.8186,2.2448,3.0634,0.4255,,82.5021,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.2785,1.8333,1.0,1.825,1.0,1.0,295.15,일반,393,0.092956,75.41,1218
다사663324,69.0,1,0,1,0.0,0,9.13,47.34,0.2812,0.6592,2.1314,2.7906,0.4422,53.26,38.1231,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),완충녹지,1.2812,2.0,0.8877,1.3812,1.0,1.0,216.78,일반,638,0.092925,75.41,1219
다사573112,69.0,1,0,1,0.0,0,1.61,13.18,0.2481,0.0735,0.5605,0.634,1.0,67.88,0.0283,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2481,2.0,1.1313,1.0003,1.0,1.25,243.64,주말방문집중 | 고속도로위험,526,0.092373,75.37,1220
다사661427,69.0,1,0,1,0.0,0,12.58,96.14,0.2057,23.1279,10.0424,33.1703,0.6027,25.13,44.9636,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2057,1.8333,0.4188,1.4496,1.2173,1.0514,118.51,주말방문집중 | 통행피크위험,1246,0.091899,75.34,1221
다사742502,69.0,1,0,1,0.0,0,447.81,1193.22,0.3416,20.1455,75.4417,95.5872,0.2039,30.19,34.0082,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3416,1.6667,0.5032,1.3401,1.5,1.0,156.06,교통약자유동多 | 통행피크위험,990,0.091522,75.32,1222
다사480021,69.0,1,0,1,6.0,0.0588,42.02,90.12,0.2682,3.2752,5.9777,9.2529,0.2263,34.97,35.9817,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.327,1.5,0.5828,1.3598,1.0,1.0,108.84,일반,1312,0.091628,75.32,1223
다사608140,69.0,1,0,1,0.0,0,176.03,190.83,0.2121,8.9205,11.7731,20.6936,0.4655,22.44,70.6209,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2121,1.5,0.374,1.7062,1.0227,1.0,81.87,통행피크위험,1441,0.09137,75.3,1224
다사568121,69.0,1,0,1,0.0,0,95.63,418.13,0.3048,8.1591,15.175,23.3341,0.3826,22.1,53.0379,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3048,2.0,0.3683,1.5304,1.0639,1.0,107.98,통행피크위험,1322,0.090615,75.25,1225
다사655095,69.0,1,0,1,0.0,0,5.71,9.59,0.295,0.1839,0.4421,0.626,0.7048,,65.9505,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),도로,1.295,1.8333,1.0,1.6595,1.0,1.1024,299.69,주말방문집중,385,0.090324,75.23,1226
다사654296,69.0,1,0,1,0.0,0,201.98,520.95,0.3355,7.773,20.9397,28.7127,0.6477,30.23,30.1813,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3355,2.0,0.5038,1.3018,1.1478,1.0738,148.98,주말방문집중 | 통행피크위험 | 학교인근,1040,0.090354,75.23,1227
다사621142,69.0,1,0,1,0.0,0,17.19,113.31,0.1072,8.9219,6.4259,15.3478,0.693,31.85,36.8067,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),도로,1.1072,2.0,0.5308,1.3681,1.0,1.0965,121.66,주말방문집중,1223,0.090327,75.23,1228
다사324130,69.0,1,0,1,0.0,0,61.68,685.09,0.3959,6.7649,9.744,16.5089,0.5017,22.26,66.0626,3,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),미분류,1.3959,1.5,0.371,1.6606,1.0,1.0008,89.08,교통약자유동多,1427,0.090209,75.22,1229
다사630464,69.0,1,0,1,0.0,0,25.1,119.75,0.3368,0.5645,3.8631,4.4276,0.6235,58.42,30.2945,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3368,1.6667,0.9737,1.3029,1.0,1.0618,207.09,주말방문집중,680,0.089533,75.18,1230
다사729532,69.0,1,0,1,0.0,0,80.76,377.29,0.2838,7.4272,17.7966,25.2238,0.7568,61.57,0.2041,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2838,2.0,1.0262,1.002,1.0934,1.1284,224.76,주말방문집중 | 통행피크위험 | 고속도로위험,590,0.089279,75.16,1231
다사635108,69.0,1,0,1,8.0,0.0419,37.15,45.06,0.2336,2.4409,6.5788,9.0197,0.3038,,63.8212,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),주상복합,1.2755,1.5,1.0,1.6382,1.0,1.0,216.27,주거밀집,640,0.089284,75.16,1232
다사677445,70.0,2,0,1,0.0,0,71.89,297.19,0.3821,9.3475,17.9462,27.2937,0.4886,40.26,10.5694,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3821,1.8333,0.671,1.1057,1.1257,1.0,148.13,교통약자유동多 | 통행피크위험,1043,0.073711,75.16,1233
다사583129,69.0,1,0,1,0.0,0,1.08,6.54,0.2809,0.0257,0.3019,0.3276,0.5372,,66.2844,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2809,2.0,1.0,1.6628,1.0,1.0186,299.39,일반,387,0.088878,75.13,1234
다사679345,70.0,2,0,1,0.0,0,22.64,145.19,0.3326,7.7491,15.1281,22.8772,0.391,26.38,40.6352,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3326,1.5,0.4397,1.4064,1.0568,1.0,91.44,통행피크위험,1418,0.073153,75.12,1235
다사508140,69.0,1,0,1,0.0,0,96.63,216.79,0.2983,3.6037,5.9659,9.5696,0.4917,19.87,71.2272,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2983,1.5,0.3312,1.7123,1.0,1.0,76.21,일반,1462,0.088744,75.12,1236
다사658108,69.0,1,0,1,0.0,0.0,73.44,59.81,0.275,1.0618,4.4353,5.4971,0.0785,13.81,79.9618,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공동주택,1.275,2.0,0.2302,1.7996,1.0,1.0,72.89,주거밀집,1473,0.088379,75.1,1237
다사626119,69.0,1,0,1,0.0,0,1.5,2.83,0.2238,0.0138,0.1334,0.1472,0.978,44.23,14.9208,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공원,1.2238,2.0,0.7372,1.1492,1.0,1.239,177.27,주말방문집중,867,0.088259,75.09,1238
다사661472,69.0,1,0,1,0.0,0,25.0,152.29,0.3838,4.4725,12.868,17.3405,0.4907,44.12,27.4275,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3838,2.0,0.7353,1.2743,1.0,1.0,178.93,교통약자유동多,856,0.088061,75.08,1239
다사663447,69.0,1,0,1,0.0,0,14.03,75.99,0.346,2.662,6.3014,8.9634,0.6486,31.01,47.0389,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.346,1.6667,0.5168,1.4704,1.0,1.0743,126.37,교통약자유동多 | 주말방문집중,1194,0.08807,75.08,1240
다사450158,69.0,1,0,1,0.0,0,10.67,103.96,0.3254,0.8791,2.0958,2.9749,0.5974,43.8,30.1183,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3254,2.0,0.73,1.3012,1.0,1.0487,182.2,주말방문집중,834,0.087973,75.07,1241
다사691437,69.0,1,0,1,0.0,0,16.77,83.44,0.3408,2.5986,7.8533,10.4519,0.3696,28.03,55.2634,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),도로,1.3408,1.8333,0.4672,1.5526,1.0,1.0,123.03,교통약자유동多,1215,0.08734,75.03,1242
다사592125,69.0,1,0,1,0.0,0.0,52.2,87.65,0.2922,4.8578,13.4419,18.2997,0.5178,19.78,69.5804,2,speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2922,1.3333,0.3297,1.6958,1.0,1.0089,67.06,학교인근,1475,0.087097,75.01,1243
다사645088,69.0,1,0,1,0.0,0,1.68,5.48,0.2142,0.3966,0.6811,1.0777,0.8278,68.49,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),녹지,1.2142,2.0,1.1415,1.0,1.0,1.1639,222.62,주말방문집중 | 고속도로위험,602,0.086887,75.0,1244
다사759483,69.0,1,0,1,0.0,0,149.36,1204.81,0.3835,8.253,14.0881,22.3411,0.3885,20.22,71.5713,2,crosswalk_cnt(없음) | child_zone_cnt(없음),미분류,1.3835,1.3333,0.337,1.7157,1.0484,1.0,77.15,교통약자유동多 | 통행피크위험,1456,0.086816,74.99,1245
다사663400,69.0,1,0,1,0.0,0,0.58,8.76,0.3457,0.1626,0.5821,0.7447,0.5784,29.83,41.1804,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3457,2.0,0.4972,1.4118,1.0,1.0392,135.47,교통약자유동多 | 주말방문집중,1129,0.086658,74.98,1246
다사669085,69.0,1,0,1,0.0,0.0,4.17,13.36,0.1671,0.3274,0.5979,0.9253,0.5815,32.69,41.773,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공동주택,1.1671,2.0,0.5448,1.4177,1.0,1.0408,129.47,주말방문집중 | 주거밀집,1168,0.086711,74.98,1247
다사668337,70.0,2,0,1,0.0,0,82.77,376.07,0.3074,5.2389,19.7931,25.032,0.6371,28.87,23.1225,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.3074,1.5,0.4812,1.2312,1.0904,1.0686,94.77,주말방문집중 | 통행피크위험,1403,0.071119,74.98,1248
다사372092,69.0,1,0,1,0.0,0,0.14,3.62,0.2986,0.8498,0.1918,1.0416,1.0,47.99,6.397,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2986,2.0,0.7998,1.064,1.0,1.25,190.63,주말방문집중,774,0.086468,74.97,1249
다사620304,69.0,1,0,1,0.0,0,24.79,81.88,0.2793,1.8461,4.2481,6.0942,0.5416,31.91,45.765,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2793,1.8333,0.5318,1.4577,1.0,1.0208,128.06,일반,1181,0.086586,74.97,1250
다사404115,69.0,1,0,1,0.0,0,176.33,885.93,0.2852,19.1055,23.8095,42.915,0.4967,27.07,46.3884,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2852,1.5,0.4512,1.4639,1.3693,1.0,120.31,통행피크위험,1236,0.086477,74.97,1251
다사370100,69.0,1,0,1,0.0,0,159.02,1894.46,0.2962,53.7409,38.1991,91.94,0.4812,27.1,24.1137,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.2962,1.5,0.4517,1.2411,1.5,1.0,112.81,통행피크위험,1283,0.086507,74.97,1252
다사667326,69.0,1,0,1,0.0,0,47.24,206.64,0.3356,3.3755,12.9711,16.3466,0.5621,25.48,49.8345,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3356,1.6667,0.4247,1.4983,1.0,1.031,100.77,주말방문집중,1372,0.086309,74.96,1253
다사597148,69.0,1,0,1,0.0,0,10.37,29.26,0.2525,0.7609,1.3845,2.1454,0.7332,27.18,35.9588,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2525,2.0,0.453,1.3596,1.0,1.1166,118.87,주말방문집중,1243,0.086067,74.94,1254
다사584122,69.0,1,0,1,0.0,0,12.75,70.81,0.2831,0.4835,2.0027,2.4862,0.5591,29.83,41.1804,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2831,2.0,0.4972,1.4118,1.0,1.0296,127.97,주말방문집중,1182,0.085856,74.92,1255
다사649334,69.0,1,0,1,0.0,0,60.21,296.44,0.218,58.2259,22.0397,80.2656,0.5817,37.61,10.158,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),도시지원시설용지,1.218,1.6667,0.6268,1.1016,1.5,1.0408,151.0,주말방문집중 | 통행피크위험,1027,0.085609,74.91,1256
다사647356,69.0,1,0,1,0.0,0,4.79,50.55,0.2626,0.5553,1.7238,2.2791,0.5631,29.83,41.1804,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2626,2.0,0.4972,1.4118,1.0,1.0316,126.17,주말방문집중,1198,0.085683,74.91,1257
다사511146,69.0,1,0,1,52.0,0.1201,22.16,41.42,0.263,0.9205,2.673,3.5935,0.0613,,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3831,2.0,1.0,1.0,1.0,1.0,190.87,일반,770,0.085579,74.9,1258
다사674326,69.0,1,0,1,0.0,0,43.54,229.33,0.3389,3.0931,11.2881,14.3812,0.4382,24.15,56.5579,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3389,1.6667,0.4025,1.5656,1.0,1.0,97.03,일반,1396,0.08551,74.9,1259
다사481017,69.0,1,0,1,0.0,0,32.31,58.74,0.2709,1.4667,2.3,3.7667,0.5167,20.52,67.7496,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2709,1.5,0.342,1.6775,1.0,1.0084,76.1,일반,1463,0.085456,74.9,1260
다사419073,69.0,1,0,1,0.0,0,0.0,1.52,0.212,0.3516,0.071,0.4226,0.8571,30.48,27.6474,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.212,2.0,0.508,1.2765,1.0,1.1786,127.83,주말방문집중,1183,0.085304,74.89,1261
다사715372,69.0,1,0,1,0.0,0,12.88,157.55,0.3189,9.723,5.085,14.808,0.6397,27.99,37.5153,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3189,1.8333,0.4665,1.3752,1.0,1.0698,114.5,주말방문집중,1272,0.085263,74.88,1262
다사678414,69.0,1,0,1,0.0,0,10.0,52.87,0.2774,3.8112,8.1723,11.9835,0.6855,29.83,41.1804,4,crosswalk_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),완충녹지,1.2774,1.6667,0.4972,1.4118,1.0,1.0928,112.69,주말방문집중 | 학교인근,1284,0.084847,74.85,1263
다사698358,69.0,1,0,1,0.0,0,224.23,2002.97,0.3208,10.4241,52.4204,62.8445,0.4506,63.05,0.5963,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),미분류,1.3208,1.6667,1.0508,1.006,1.5,1.0,240.85,통행피크위험 | 고속도로위험,533,0.084659,74.84,1264
다사491042,69.0,1,0,1,0.0,0,12.08,23.72,0.2931,0.3769,0.6518,1.0287,0.9364,63.33,0.0048,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2931,1.8333,1.0555,1.0,1.0,1.2182,210.33,주말방문집중 | 고속도로위험,665,0.084477,74.83,1265
다사661426,69.0,1,0,1,0.0,0,2.38,23.12,0.2547,4.6035,2.1136,6.7171,0.6745,29.94,32.0166,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2547,2.0,0.499,1.3202,1.0,1.0872,124.01,주말방문집중,1209,0.0845,74.83,1266
다사541111,69.0,1,0,1,0.0,0,28.38,189.93,0.3668,3.32,4.3483,7.6683,0.5712,25.78,49.633,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3668,1.6667,0.4297,1.4963,1.0,1.0356,104.66,교통약자유동多 | 주말방문집중,1345,0.084288,74.82,1267
다사637085,69.0,2,0,1,0.0,0,37.35,169.78,0.2094,9.6163,12.0113,21.6276,0.4588,,54.3028,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2094,2.0,1.0,1.543,1.0373,1.0,267.13,통행피크위험,456,0.084154,74.81,1268
다사764445,69.0,1,0,1,0.0,0,16.85,153.29,0.3344,0.7396,1.4088,2.1484,0.3259,44.92,42.4266,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3344,1.8333,0.7487,1.4243,1.0,1.0,180.0,일반,850,0.083923,74.79,1269
다사756494,69.0,1,0,1,0.0,0,115.11,491.77,0.3201,10.9084,55.065,65.9734,0.2691,29.0,34.6206,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3201,1.6667,0.4833,1.3462,1.5,1.0,148.16,통행피크위험,1042,0.083907,74.79,1270
