gid,sigungu,pop_0to12
다사548102,화성시,0
다사551097,화성시,0
다사552095,화성시,0
다사555068,화성시,0
다사555077,화성시,0
다사557100,화성시,0
다사558079,화성시,0
다사560068,화성시,0
다사562071,화성시,0
다사562077,화성시,0
다사563062,화성시,0
다사565063,화성시,0
다사566040,화성시,0
다사567034,화성시,0
다사567067,화성시,0
다사569037,화성시,0
다사571048,화성시,0
다사572067,화성시,0
다사576043,화성시,0
다사577039,화성시,0
다사579040,화성시,0
다사583041,화성시,0
다사594154,화성시,221
다사603131,화성시,147
다사593154,화성시,141
다사594152,화성시,117
다사592154,화성시,126
다사600135,화성시,91
다사595153,화성시,110
다사588130,화성시,93
다사592156,화성시,111
다사600115,화성시,100
다사601116,화성시,104
다사603132,화성시,94
다사601134,화성시,81
다사598136,화성시,92
다사601135,화성시,82
다사596153,화성시,87
다사597115,화성시,87
다사593155,화성시,97
다사599138,화성시,75
다사602132,화성시,88
다사604124,화성시,73
다사600117,화성시,78
다사596152,화성시,83
다사603133,화성시,76
다사600136,화성시,62
다사599136,화성시,67
다사599135,화성시,63
다사602115,화성시,78
다사588131,화성시,55
다사593156,화성시,68
다사598135,화성시,53
다사592155,화성시,66
다사598115,화성시,61
다사587132,화성시,55
다사601115,화성시,60
다사595156,화성시,61
다사596143,화성시,57
다사600114,화성시,58
다사595132,화성시,50
다사595144,화성시,53
다사596151,화성시,60
다사592153,화성시,63
다사600116,화성시,51
다사594144,화성시,48
다사595151,화성시,53
다사605124,화성시,43
다사599111,화성시,43
다사591155,화성시,55
다사594156,화성시,55
다사599115,화성시,49
다사599134,화성시,41
다사595152,화성시,51
다사603135,화성시,37
다사594153,화성시,52
다사602131,화성시,47
다사594155,화성시,48
다사598137,화성시,40
다사595143,화성시,39
다사598111,화성시,42
다사604123,화성시,38
다사596132,화성시,35
다사593130,화성시,37
다사592133,화성시,26
다사595155,화성시,42
다사595131,화성시,25
다사602130,화성시,37
다사599137,화성시,30
다사588132,화성시,25
다사599110,화성시,31
다사588129,화성시,26
다사596115,화성시,28
다사604132,화성시,36
다사589126,화성시,23
다사594132,화성시,27
다사588128,화성시,26
다사594131,화성시,28
다사593131,화성시,20
다사601136,화성시,25
다사600137,화성시,16
다사604134,화성시,19
다사587131,화성시,18
다사594130,화성시,22
다사598138,화성시,17
다사599139,화성시,16
다사593132,화성시,11
다사600112,화성시,12
다사593133,화성시,13
다사599112,화성시,14
다사603134,화성시,10
다사586127,화성시,10
다사587128,화성시,10
다사592131,화성시,10
다사582124,화성시,6
다사583124,화성시,6
다사583125,화성시,3
다사584125,화성시,6
다사585123,화성시,8
다사585129,화성시,6
다사587130,화성시,8
다사587142,화성시,8
다사588124,화성시,8
다사588125,화성시,6
다사589125,화성시,6
다사589129,화성시,8
다사589130,화성시,6
다사589135,화성시,6
다사590126,화성시,8
다사590133,화성시,8
다사591126,화성시,6
다사591130,화성시,8
다사596142,화성시,6
다사579147,화성시,2
다사583122,화성시,5
다사583123,화성시,5
다사584124,화성시,5
다사585124,화성시,5
다사585127,화성시,5
다사586122,화성시,5
다사586128,화성시,2
다사586130,화성시,5
다사587123,화성시,5
다사587127,화성시,5
다사587133,화성시,2
다사587134,화성시,5
다사587143,화성시,2
다사587144,화성시,2
다사588127,화성시,5
다사588133,화성시,5
다사588134,화성시,2
다사588135,화성시,5
다사588141,화성시,5
다사589128,화성시,5
다사589131,화성시,2
다사589133,화성시,5
다사589143,화성시,5
다사590128,화성시,5
다사590132,화성시,5
다사590150,화성시,2
다사591128,화성시,2
다사591129,화성시,5
다사591131,화성시,2
다사591132,화성시,5
다사591133,화성시,2
다사592127,화성시,2
다사592129,화성시,5
다사580146,화성시,0
다사586123,화성시,0
다사586140,화성시,0
다사587125,화성시,0
다사587129,화성시,0
다사587135,화성시,0
다사589142,화성시,0
다사590129,화성시,0
다사590131,화성시,0
다사590143,화성시,0
다사592152,화성시,0
다사593127,화성시,0
다사604125,화성시,0
다사478047,화성시,21
다사494070,화성시,20
다사474072,화성시,15
다사482050,화성시,10
다사440065,화성시,6
다사453033,화성시,6
다사455023,화성시,6
다사459091,화성시,6
다사469071,화성시,6
다사469072,화성시,6
다사470071,화성시,6
다사473071,화성시,6
다사473072,화성시,6
다사473074,화성시,8
다사474074,화성시,6
다사481050,화성시,6
다사494069,화성시,6
다사495061,화성시,6
다사495069,화성시,8
다사417039,화성시,5
다사417042,화성시,2
다사431025,화성시,5
다사433068,화성시,2
다사434029,화성시,5
다사434044,화성시,5
다사434052,화성시,2
다사436044,화성시,5
다사436045,화성시,2
다사437068,화성시,2
다사437092,화성시,2
다사438044,화성시,5
다사439050,화성시,2
다사440025,화성시,5
다사440026,화성시,5
다사440067,화성시,5
다사441023,화성시,5
다사441066,화성시,5
다사442009,화성시,2
다사442029,화성시,2
다사442049,화성시,2
다사442082,화성시,5
다사443054,화성시,2
다사444051,화성시,5
다사446016,화성시,5
다사447094,화성시,2
다사449081,화성시,5
다사450081,화성시,5
다사450082,화성시,2
다사451081,화성시,2
다사452035,화성시,5
다사453036,화성시,5
다사453039,화성시,2
다사454034,화성시,2
다사455066,화성시,2
다사456019,화성시,2
다사456023,화성시,5
다사456052,화성시,5
다사456053,화성시,2
다사456098,화성시,5
다사458026,화성시,5
다사458055,화성시,2
다사460054,화성시,2
다사468071,화성시,5
다사468094,화성시,5
다사469070,화성시,2
다사469073,화성시,5
다사470070,화성시,5
다사471072,화성시,5
다사471073,화성시,5
다사472073,화성시,2
다사472076,화성시,5
다사472083,화성시,2
다사473070,화성시,2
다사473073,화성시,2
다사473087,화성시,2
다사474070,화성시,2
다사474073,화성시,5
다사475069,화성시,5
다사475070,화성시,5
다사475071,화성시,5
다사475087,화성시,2
다사475090,화성시,5
다사475093,화성시,2
다사475095,화성시,5
다사475099,화성시,5
다사476092,화성시,2
다사477064,화성시,5
다사477087,화성시,2
다사478048,화성시,5
다사478089,화성시,5
다사479091,화성시,2
다사480049,화성시,5
다사481049,화성시,2
다사484055,화성시,5
다사489065,화성시,2
다사489066,화성시,5
다사497061,화성시,2
다사497062,화성시,5
다사415040,화성시,0
다사417041,화성시,0
다사418042,화성시,0
다사420039,화성시,0
다사422036,화성시,0
다사431033,화성시,0
다사431040,화성시,0
다사431059,화성시,0
다사432024,화성시,0
다사432050,화성시,0
다사433040,화성시,0
다사433043,화성시,0
다사434060,화성시,0
다사434061,화성시,0
다사435039,화성시,0
다사435071,화성시,0
다사436043,화성시,0
다사436050,화성시,0
다사436092,화성시,0
다사437022,화성시,0
다사437046,화성시,0
다사438094,화성시,0
다사439026,화성시,0
다사440081,화성시,0
다사441027,화성시,0
다사441050,화성시,0
다사441051,화성시,0
다사441065,화성시,0
다사441085,화성시,0
다사446095,화성시,0
다사449070,화성시,0
다사449077,화성시,0
다사450017,화성시,0
다사453074,화성시,0
다사454031,화성시,0
다사455106,화성시,0
다사456022,화성시,0
다사456105,화성시,0
다사457052,화성시,0
다사457053,화성시,0
다사457098,화성시,0
다사458037,화성시,0
다사461064,화성시,0
다사466067,화성시,0
다사468076,화성시,0
다사469094,화성시,0
다사470072,화성시,0
다사471091,화성시,0
다사474065,화성시,0
다사474089,화성시,0
다사474102,화성시,0
다사475072,화성시,0
다사475089,화성시,0
다사475096,화성시,0
다사475102,화성시,0
다사476086,화성시,0
다사476089,화성시,0
다사476094,화성시,0
다사476101,화성시,0
다사478087,화성시,0
다사482051,화성시,0
다사483060,화성시,0
다사484056,화성시,0
다사488065,화성시,0
다사491055,화성시,0
다사492064,화성시,0
다사495058,화성시,0
다사474020,화성시,199
다사469021,화성시,180
다사481033,화성시,135
다사481014,화성시,139
다사473019,화성시,122
다사481035,화성시,97
다사478016,화성시,98
다사463002,화성시,114
다사471022,화성시,111
다사479023,화성시,106
다사470021,화성시,102
다사478017,화성시,86
다사482016,화성시,94
다사482015,화성시,91
다사484032,화성시,80
다사484017,화성시,87
다사476018,화성시,86
다사483032,화성시,72
다사481032,화성시,76
다사478022,화성시,85
다사491032,화성시,75
다사477018,화성시,85
다사492038,화성시,72
다사489033,화성시,64
다사469003,화성시,88
다사462001,화성시,80
다사481034,화성시,57
다사485032,화성시,61
다사469036,화성시,54
다사473018,화성시,66
다사478023,화성시,70
다사491033,화성시,65
다사467038,화성시,64
다사469034,화성시,63
다사490033,화성시,56
다사462000,화성시,65
다사469016,화성시,68
다사490037,화성시,61
다사492035,화성시,60
다사475017,화성시,60
다사484034,화성시,58
다사485015,화성시,64
다사490038,화성시,55
다사468021,화성시,57
다사469020,화성시,58
다사478024,화성시,63
다사486016,화성시,60
다사467037,화성시,55
다사485035,화성시,50
다사492033,화성시,56
다사488038,화성시,51
다사493038,화성시,53
다사462003,화성시,70
다사468020,화성시,61
다사469005,화성시,65
다사476017,화성시,49
다사486033,화성시,45
다사471016,화성시,57
다사475020,화성시,62
다사482017,화성시,47
다바475989,화성시,58
다사489036,화성시,49
다사483035,화성시,46
다사477017,화성시,50
다사481013,화성시,51
다사470004,화성시,57
다사488036,화성시,47
다사493034,화성시,52
다사491038,화성시,47
다사492036,화성시,43
다사471004,화성시,54
다사483016,화성시,47
다사488037,화성시,42
다사474018,화성시,53
다사481016,화성시,49
다사469004,화성시,50
다사470022,화성시,50
다사486032,화성시,41
다사486034,화성시,36
다사462002,화성시,45
다사470037,화성시,42
다사477016,화성시,44
다사485016,화성시,49
다사479016,화성시,36
다사484033,화성시,45
다사469035,화성시,35
다사470016,화성시,43
다사482035,화성시,36
다사487034,화성시,30
다사477022,화성시,42
다사483014,화성시,41
다사474019,화성시,49
다사488039,화성시,35
다사484015,화성시,42
다사461003,화성시,45
다사482030,화성시,39
다사486015,화성시,41
다사490036,화성시,30
다사483029,화성시,34
다사483030,화성시,38
다사489038,화성시,34
다사491036,화성시,33
다사476044,화성시,34
다사483033,화성시,31
다사488040,화성시,31
다사489037,화성시,34
다사493032,화성시,34
다사493036,화성시,36
다사480034,화성시,27
다사470015,화성시,36
다사483017,화성시,39
다사471021,화성시,33
다사468035,화성시,32
다사470035,화성시,29
다사474043,화성시,32
다사482014,화성시,35
다사480035,화성시,34
다사487033,화성시,32
다사477023,화성시,36
다사479024,화성시,30
다사479025,화성시,37
다사491037,화성시,30
다사477046,화성시,31
다사463003,화성시,31
다사479033,화성시,31
다사481015,화성시,30
다바462999,화성시,35
다사479017,화성시,25
다사481024,화성시,32
다사483015,화성시,29
다사489032,화성시,26
다사486035,화성시,31
다사468038,화성시,28
다사479037,화성시,31
다사483034,화성시,24
다사471038,화성시,26
다사478033,화성시,33
다사487015,화성시,28
다바475988,화성시,27
다사479022,화성시,27
다사484014,화성시,30
다사485029,화성시,27
다사487035,화성시,19
다사489039,화성시,27
다사470036,화성시,24
다사472006,화성시,31
다사479031,화성시,27
다사481029,화성시,24
다사481030,화성시,26
다사492032,화성시,21
다사468039,화성시,23
다사470034,화성시,21
다사472019,화성시,27
다사481025,화성시,28
다사490040,화성시,23
다사492037,화성시,21
다사461002,화성시,29
다사486030,화성시,24
다사475018,화성시,24
다사478046,화성시,22
다사480013,화성시,25
다사481037,화성시,21
다사482013,화성시,20
다사489035,화성시,17
다사490032,화성시,17
다사491035,화성시,20
다사492034,화성시,20
다사473007,화성시,24
다사484035,화성시,19
다사472021,화성시,22
다사473020,화성시,24
다사480032,화성시,19
다사480033,화성시,20
다사489040,화성시,20
다사474041,화성시,20
다사478039,화성시,21
다사484030,화성시,19
다사466039,화성시,22
다사467036,화성시,19
다사468036,화성시,19
다사474042,화성시,20
다사475019,화성시,23
다사480037,화성시,21
다사482028,화성시,19
다사493033,화성시,18
다사472005,화성시,22
다사479039,화성시,18
다사481022,화성시,19
다사482037,화성시,18
다사471020,화성시,17
다사479036,화성시,18
다사481023,화성시,18
다사490035,화성시,16
다사466002,화성시,17
다사466038,화성시,17
다사469039,화성시,17
다사489030,화성시,17
다사470005,화성시,19
다사471037,화성시,18
다사479038,화성시,16
다사465007,화성시,16
다사479034,화성시,15
다사493035,화성시,15
다사469010,화성시,16
다사473005,화성시,16
다사477045,화성시,16
다사485014,화성시,16
다사489031,화성시,14
다사489041,화성시,16
다사493037,화성시,12
다사465003,화성시,15
다사466001,화성시,15
다사468009,화성시,15
다사469038,화성시,15
다사478031,화성시,15
다사479035,화성시,15
다사480022,화성시,15
다사480029,화성시,15
다사480036,화성시,15
다사481021,화성시,12
다사481031,화성시,12
다사481036,화성시,12
다사486029,화성시,15
다사488031,화성시,15
다사485030,화성시,9
다사481028,화성시,11
다사483028,화성시,9
다바471984,화성시,12
다사470039,화성시,10
다사480021,화성시,12
다사480030,화성시,9
다바471982,화성시,13
다사465008,화성시,10
다사466003,화성시,8
다사467001,화성시,8
다사467008,화성시,10
다사468008,화성시,13
다사468011,화성시,10
다사468012,화성시,10
다사468013,화성시,13
다사469002,화성시,10
다사470008,화성시,10
다사471036,화성시,10
다사476045,화성시,10
다사477044,화성시,8
다사478032,화성시,10
다사479032,화성시,10
다사480023,화성시,10
다사482029,화성시,10
다사482036,화성시,13
다사486031,화성시,10
다바471983,화성시,12
다사468001,화성시,11
다사477040,화성시,7
다바461996,화성시,6
다바464999,화성시,6
다바470982,화성시,6
다바474987,화성시,6
다사463001,화성시,8
다사463011,화성시,8
다사465002,화성시,6
다사465009,화성시,6
다사465039,화성시,6
다사466007,화성시,8
다사466009,화성시,8
다사466010,화성시,6
다사467000,화성시,6
다사467002,화성시,6
다사467003,화성시,6
다사467007,화성시,8
다사467010,화성시,8
다사467015,화성시,8
다사467034,화성시,6
다사467039,화성시,6
다사468002,화성시,6
다사468003,화성시,8
다사468004,화성시,6
다사468016,화성시,6
다사468017,화성시,6
다사469007,화성시,6
다사469008,화성시,6
다사469009,화성시,6
다사469011,화성시,8
다사469015,화성시,6
다사470002,화성시,6
다사470007,화성시,6
다사470009,화성시,6
다사471019,화성시,6
다사471039,화성시,8
다사472039,화성시,8
다사472040,화성시,6
다사473042,화성시,6
다사473047,화성시,6
다사474009,화성시,8
다사474036,화성시,6
다사475039,화성시,8
다사475041,화성시,8
다사476024,화성시,6
다사476025,화성시,8
다사477001,화성시,8
다사477024,화성시,8
다사478001,화성시,6
다사478025,화성시,8
다사478037,화성시,8
다사478038,화성시,6
다사480028,화성시,8
다사480041,화성시,3
다사482022,화성시,6
다사482023,화성시,6
다사482025,화성시,3
다사484031,화성시,8
다사485031,화성시,6
다사487031,화성시,6
다사488029,화성시,6
다사488030,화성시,8
다사488041,화성시,6
다사489050,화성시,6
다사490030,화성시,8
다사490031,화성시,8
다사491029,화성시,6
다사491030,화성시,6
다사491031,화성시,8
다사492016,화성시,8
다사493017,화성시,6
다사494017,화성시,8
다사496028,화성시,8
다사499017,화성시,6
다사501043,화성시,8
다사502044,화성시,6
다사510035,화성시,6
다사511036,화성시,6
다사511040,화성시,6
다사519027,화성시,6
다사490041,화성시,2
다바455996,화성시,2
다바456976,화성시,5
다바457976,화성시,2
다바460969,화성시,2
다바463990,화성시,2
다바463999,화성시,5
다바469981,화성시,5
다바469982,화성시,5
다바470981,화성시,5
다바470983,화성시,5
다바470984,화성시,5
다바470985,화성시,5
다바471981,화성시,5
다바471985,화성시,5
다바473977,화성시,2
다바483998,화성시,5
다바485986,화성시,5
다사458007,화성시,5
다사458009,화성시,5
다사458032,화성시,2
다사458035,화성시,5
다사459027,화성시,2
다사459034,화성시,5
다사459037,화성시,2
다사460009,화성시,2
다사461010,화성시,2
다사461011,화성시,5
다사461033,화성시,5
다사462011,화성시,5
다사463010,화성시,2
다사464000,화성시,5
다사464001,화성시,5
다사464008,화성시,5
다사464009,화성시,5
다사464010,화성시,5
다사466016,화성시,5
다사466035,화성시,2
다사467011,화성시,2
다사467016,화성시,5
다사467017,화성시,5
다사468010,화성시,5
다사468014,화성시,5
다사468015,화성시,5
다사468034,화성시,5
다사469014,화성시,5
다사470000,화성시,5
다사470010,화성시,5
다사470038,화성시,5
다사471003,화성시,2
다사471048,화성시,5
다사472010,화성시,5
다사472035,화성시,2
다사472037,화성시,5
다사472038,화성시,2
다사472048,화성시,5
다사473002,화성시,2
다사473021,화성시,5
다사473048,화성시,5
다사474004,화성시,5
다사474010,화성시,5
다사474040,화성시,5
다사474047,화성시,2
다사475010,화성시,5
다사475011,화성시,5
다사475037,화성시,2
다사475038,화성시,5
다사476035,화성시,2
다사476037,화성시,5
다사476041,화성시,5
다사477025,화성시,2
다사478013,화성시,5
다사479021,화성시,5
다사479029,화성시,5
다사480001,화성시,2
다사480031,화성시,2
다사482024,화성시,2
다사484012,화성시,2
다사484029,화성시,5
다사485039,화성시,2
다사487013,화성시,2
다사487029,화성시,2
다사487030,화성시,5
다사492025,화성시,5
다사492044,화성시,2
다사493015,화성시,2
다사494030,화성시,2
다사496015,화성시,2
다사496047,화성시,2
다사497028,화성시,2
다사497029,화성시,2
다사497046,화성시,2
다사498016,화성시,5
다사498045,화성시,5
다사499016,화성시,2
다사499027,화성시,2
다사499044,화성시,2
다사500030,화성시,5
다사500044,화성시,5
다사500045,화성시,5
다사500051,화성시,2
다사501042,화성시,5
다사504038,화성시,2
다사504041,화성시,5
다사505038,화성시,2
다사505042,화성시,5
다사510003,화성시,5
다사511043,화성시,2
다사511044,화성시,2
다사512009,화성시,2
다사512022,화성시,5
다사512033,화성시,2
다사512044,화성시,5
다사515024,화성시,2
다사516020,화성시,2
다사518033,화성시,5
다사520028,화성시,2
다사524034,화성시,5
다사524038,화성시,5
다사524047,화성시,2
다사525025,화성시,2
다사528035,화성시,2
다사534048,화성시,5
다사535046,화성시,5
다사543033,화성시,2
다바453997,화성시,0
다바453998,화성시,0
다바454999,화성시,0
다바455968,화성시,0
다바456977,화성시,0
다바456995,화성시,0
다바458971,화성시,0
다바461990,화성시,0
다바462996,화성시,0
다바464979,화성시,0
다바466998,화성시,0
다바467971,화성시,0
다바468997,화성시,0
다바469983,화성시,0
다바472977,화성시,0
다바476995,화성시,0
다사458033,화성시,0
다사459009,화성시,0
다사459032,화성시,0
다사461008,화성시,0
다사465006,화성시,0
다사465016,화성시,0
다사466008,화성시,0
다사466015,화성시,0
다사466017,화성시,0
다사466034,화성시,0
다사467004,화성시,0
다사467014,화성시,0
다사468040,화성시,0
다사469051,화성시,0
다사471033,화성시,0
다사471040,화성시,0
다사471043,화성시,0
다사472053,화성시,0
다사473003,화성시,0
다사473004,화성시,0
다사473010,화성시,0
다사473037,화성시,0
다사473039,화성시,0
다사474011,화성시,0
다사474013,화성시,0
다사474035,화성시,0
다사474037,화성시,0
다사474039,화성시,0
다사475008,화성시,0
다사476020,화성시,0
다사478034,화성시,0
다사478036,화성시,0
다사479001,화성시,0
다사481020,화성시,0
다사483036,화성시,0
다사483037,화성시,0
다사484036,화성시,0
다사484043,화성시,0
다사486001,화성시,0
다사486050,화성시,0
다사487007,화성시,0
다사487039,화성시,0
다사488013,화성시,0
다사490029,화성시,0
다사493016,화성시,0
다사494029,화성시,0
다사495046,화성시,0
다사496035,화성시,0
다사499025,화성시,0
다사500016,화성시,0
다사502009,화성시,0
다사505034,화성시,0
다사506039,화성시,0
다사507035,화성시,0
다사508033,화성시,0
다사508035,화성시,0
다사513014,화성시,0
다사519036,화성시,0
다사519039,화성시,0
다사521021,화성시,0
다사525014,화성시,0
다사527013,화성시,0
다사529013,화성시,0
다사531047,화성시,0
다사535035,화성시,0
다사538034,화성시,0
다사538035,화성시,0
다사548029,화성시,0
다사558120,화성시,152
다사559120,화성시,112
다사560119,화성시,101
다사569122,화성시,70
다사562117,화성시,69
다사558121,화성시,86
다사557121,화성시,82
다사562114,화성시,56
다사578112,화성시,58
다사559119,화성시,68
다사557120,화성시,70
다사562116,화성시,57
다사568122,화성시,45
다사568123,화성시,40
다사567123,화성시,48
다사565120,화성시,44
다사563113,화성시,43
다사563123,화성시,40
다사564121,화성시,51
다사561118,화성시,37
다사575117,화성시,33
다사563116,화성시,38
다사565122,화성시,42
다사562113,화성시,31
다사563114,화성시,29
다사560117,화성시,31
다사556120,화성시,32
다사560118,화성시,29
다사561114,화성시,22
다사544108,화성시,20
다사561117,화성시,20
다사575118,화성시,25
다사557122,화성시,25
다사574121,화성시,24
다사556119,화성시,20
다사564122,화성시,22
다사564123,화성시,19
다사564124,화성시,14
다사565121,화성시,18
다사569121,화성시,16
다사557119,화성시,18
다사565119,화성시,16
다사567124,화성시,16
다사575116,화성시,19
다사572121,화성시,17
다사567118,화성시,16
다사544109,화성시,12
다사574118,화성시,12
다사574122,화성시,10
다사543108,화성시,10
다사562115,화성시,10
다사564120,화성시,10
다사569124,화성시,8
다사572120,화성시,10
다사573122,화성시,10
다사539127,화성시,6
다사540123,화성시,6
다사555119,화성시,8
다사558118,화성시,8
다사561113,화성시,6
다사565125,화성시,8
다사566121,화성시,6
다사566122,화성시,6
다사567117,화성시,8
다사567125,화성시,8
다사568124,화성시,8
다사570122,화성시,8
다사570123,화성시,6
다사570124,화성시,3
다사571123,화성시,8
다사572122,화성시,8
다사572123,화성시,6
다사573121,화성시,6
다사577111,화성시,8
다사577112,화성시,6
다사539125,화성시,2
다사540120,화성시,2
다사540124,화성시,5
다사540125,화성시,5
다사541121,화성시,5
다사545114,화성시,2
다사547115,화성시,5
다사552119,화성시,5
다사553119,화성시,5
다사553122,화성시,5
다사554118,화성시,5
다사555118,화성시,5
다사557118,화성시,5
다사558117,화성시,5
다사559106,화성시,2
다사559117,화성시,2
다사560123,화성시,5
다사561107,화성시,5
다사564125,화성시,2
다사565117,화성시,5
다사565123,화성시,2
다사565124,화성시,2
다사566117,화성시,5
다사566120,화성시,2
다사566124,화성시,2
다사566125,화성시,5
다사567119,화성시,5
다사567120,화성시,5
다사567122,화성시,5
다사568117,화성시,5
다사568125,화성시,2
다사569123,화성시,5
다사569125,화성시,2
다사571120,화성시,2
다사571121,화성시,2
다사573120,화성시,2
다사577110,화성시,5
다사539123,화성시,0
다사539126,화성시,0
다사540126,화성시,0
다사545117,화성시,0
다사549114,화성시,0
다사551119,화성시,0
다사554119,화성시,0
다사556118,화성시,0
다사558106,화성시,0
다사561108,화성시,0
다사566138,화성시,0
다사567116,화성시,0
다사567121,화성시,0
다사569120,화성시,0
다사570121,화성시,0
다사570136,화성시,0
다사571131,화성시,0
다사572134,화성시,0
다사650441,송파구,183
다사649441,송파구,160
다사648442,송파구,158
다사653444,송파구,136
다사655445,송파구,155
다사651444,송파구,125
다사655443,송파구,126
다사652444,송파구,148
다사654443,송파구,140
다사651443,송파구,126
다사656443,송파구,107
다사653442,송파구,111
다사650440,송파구,106
다사654445,송파구,115
다사650442,송파구,89
다사652441,송파구,95
다사653443,송파구,87
다사649440,송파구,85
다사654444,송파구,89
다사656442,송파구,84
다사650443,송파구,89
다사652442,송파구,83
다사649443,송파구,77
다사655442,송파구,68
다사649442,송파구,65
다사651441,송파구,63
다사654446,송파구,53
다사652443,송파구,60
다사651440,송파구,60
다사654442,송파구,55
다사660441,송파구,54
다사655446,송파구,47
다사656444,송파구,45
다사657444,송파구,44
다사657443,송파구,41
다사653445,송파구,36
다사648443,송파구,35
다사661440,송파구,39
다사655444,송파구,31
다사649445,송파구,39
다사651442,송파구,27
다사644443,송파구,22
다사658435,송파구,20
다사653441,송파구,21
다사657446,송파구,18
다사645443,송파구,16
다사658445,송파구,14
다사646444,송파구,10
다사647444,송파구,10
다사650445,송파구,6
다사652446,송파구,6
다사653446,송파구,3
다사643442,송파구,2
다사644442,송파구,2
다사655447,송파구,2
다사656446,송파구,5
다사646443,송파구,0
다사647441,송파구,0
다사648444,송파구,0
다사654447,송파구,0
다사656434,송파구,0
다사671440,송파구,311
다사670441,송파구,179
다사671441,송파구,170
다사672440,송파구,85
다사674443,송파구,84
다사674444,송파구,72
다사671439,송파구,79
다사670442,송파구,67
다사675443,송파구,60
다사676442,송파구,55
다사670440,송파구,55
다사675441,송파구,55
다사675444,송파구,50
다사678440,송파구,52
다사676436,송파구,48
다사678443,송파구,55
다사669440,송파구,42
다사676443,송파구,40
다사676440,송파구,43
다사671437,송파구,39
다사671442,송파구,35
다사674441,송파구,33
다사678441,송파구,37
다사674442,송파구,29
다사677438,송파구,25
다사674437,송파구,28
다사677442,송파구,31
다사669442,송파구,29
다사669436,송파구,29
다사672438,송파구,26
다사675437,송파구,21
다사675436,송파구,21
다사678439,송파구,21
다사673443,송파구,23
다사670443,송파구,26
다사680441,송파구,20
다사679439,송파구,19
다사669441,송파구,20
다사671438,송파구,20
다사676439,송파구,20
다사668437,송파구,19
다사669439,송파구,24
다사677441,송파구,20
다사679442,송파구,27
다사670436,송파구,18
다사674438,송파구,15
다사668440,송파구,18
다사668439,송파구,18
다사673437,송파구,17
다사675439,송파구,17
다사669438,송파구,18
다사675440,송파구,13
다사675442,송파구,13
다사674436,송파구,17
다사675435,송파구,15
다사679441,송파구,13
다사677440,송파구,16
다사669443,송파구,15
다사669446,송파구,15
다사670438,송파구,15
다사677437,송파구,10
다사678438,송파구,12
다사670439,송파구,10
다사677439,송파구,10
다사667438,송파구,10
다사668444,송파구,10
다사671443,송파구,10
다사672446,송파구,10
다사673445,송파구,10
다사674439,송파구,10
다사674440,송파구,10
다사675438,송파구,10
다사676437,송파구,10
다사667439,송파구,8
다사668441,송파구,6
다사669437,송파구,8
다사669445,송파구,6
다사670437,송파구,6
다사670445,송파구,8
다사670446,송파구,6
다사670447,송파구,8
다사671446,송파구,8
다사673440,송파구,6
다사673441,송파구,6
다사676438,송파구,6
다사676441,송파구,8
다사677443,송파구,6
다사679440,송파구,8
다사668438,송파구,2
다사669444,송파구,2
다사670444,송파구,2
다사671447,송파구,5
다사673442,송파구,5
다사678437,송파구,5
다사668442,송파구,0
다사672439,송파구,0
다사673438,송파구,0
다사678442,송파구,0
다사664448,송파구,110
다사660442,송파구,97
다사666447,송파구,69
다사665434,송파구,56
다사663443,송파구,48
다사664447,송파구,47
다사662445,송파구,48
다사661441,송파구,49
다사664440,송파구,41
다사662443,송파구,41
다사661442,송파구,35
다사665449,송파구,32
다사667449,송파구,34
다사665447,송파구,31
다사667448,송파구,30
다사665448,송파구,28
다사666448,송파구,23
다사667443,송파구,31
다사662440,송파구,31
다사662446,송파구,22
다사667437,송파구,29
다사662441,송파구,30
다사663444,송파구,30
다사666442,송파구,27
다사665445,송파구,20
다사666445,송파구,22
다사669447,송파구,20
다사666446,송파구,20
다사661443,송파구,19
다사665439,송파구,20
다사666443,송파구,19
다사668450,송파구,22
다사664444,송파구,17
다사666437,송파구,18
다사666444,송파구,18
다사668446,송파구,18
다사667450,송파구,17
다사665435,송파구,19
다사660443,송파구,13
다사666438,송파구,12
다사667445,송파구,12
다사669449,송파구,14
다사663445,송파구,15
다사668448,송파구,12
다사664435,송파구,11
다사668449,송파구,9
다사661444,송파구,10
다사667446,송파구,10
다사667447,송파구,10
다사668447,송파구,10
다사669448,송파구,10
다사670449,송파구,13
다사660444,송파구,8
다사663441,송파구,6
다사663442,송파구,8
다사664442,송파구,6
다사665440,송파구,6
다사665441,송파구,6
다사665442,송파구,8
다사665443,송파구,8
다사665444,송파구,6
다사666450,송파구,6
다사667435,송파구,6
다사667436,송파구,8
다사667444,송파구,6
다사668435,송파구,6
다사668436,송파구,6
다사668445,송파구,6
다사662444,송파구,2
다사663438,송파구,5
다사664441,송파구,5
다사664445,송파구,5
다사665438,송파구,2
다사666439,송파구,5
다사666449,송파구,2
다사667434,송파구,5
다사662442,송파구,0
다사663439,송파구,0
다사664443,송파구,0
다사665433,송파구,0
다사665436,송파구,0
다사665446,송파구,0
다사687441,송파구,147
다사685442,송파구,74
다사683437,송파구,64
다사687442,송파구,62
다사679437,송파구,49
다사683445,송파구,51
다사684437,송파구,40
다사682437,송파구,42
다사685436,송파구,39
다사682441,송파구,32
다사684434,송파구,35
다사683438,송파구,20
다사681442,송파구,25
