v_link_id,all_mean,all_min,all_max,all_std,pscr_mean,bus_mean,fgcr_mean,ts_all_mean,ts_all_min,ts_all_max,outlier_flag
57265197002,1240.96,160.0,2451.0,716.21,1009.71,41.67,189.67,19,2,8,True
57265198601,417.83,170.0,790.0,177.82,275.17,2.79,140.08,6,2,8,False
57265198602,161.21,5.0,486.0,109.47,132.67,5.58,22.88,8,1,7,False
57265199801,223.04,32.0,434.0,111.35,195.5,2.42,25.12,6,1,8,False
57265199802,260.38,48.0,404.0,115.13,227.67,2.42,30.5,5,3,8,False
57265200001,587.17,143.0,1179.0,299.32,474.58,10.88,101.71,19,2,8,False
57265200002,557.0,118.0,894.0,250.85,460.67,10.75,85.62,11,2,17,False
57265200201,544.83,116.0,894.0,244.28,449.04,11.42,84.46,20,2,8,False
57265200202,630.62,152.0,1187.0,293.26,522.88,11.96,95.62,6,3,8,False
57265200401,314.21,1.0,526.0,161.32,270.83,7.33,36.17,21,2,17,False
57265200402,331.04,1.0,557.0,154.9,285.62,9.0,36.38,21,2,17,False
57265201801,628.83,109.0,1063.0,325.03,482.08,17.88,128.88,19,1,17,False
57265202001,779.58,99.0,1439.0,433.69,602.58,19.21,157.92,19,0,8,False
57265202201,687.38,128.0,1204.0,367.35,517.67,18.79,150.88,19,2,17,False
57265202202,819.96,93.0,1571.0,479.49,638.92,19.79,161.38,19,3,8,False
57265205401,244.33,96.0,394.0,82.75,205.88,6.33,32.08,9,23,17,False
57265205402,346.67,63.0,573.0,145.4,304.88,7.33,34.54,19,1,5,False
57265206401,603.17,83.0,1636.0,376.81,526.46,6.67,70.08,10,1,7,False
57265215001,949.92,117.0,1768.0,526.55,777.83,16.62,155.38,12,1,17,True
57265215002,642.12,171.0,994.0,273.06,526.33,14.29,101.33,6,1,8,False
57265215201,701.5,225.0,1082.0,248.09,586.5,16.25,98.62,12,3,8,False
57265215202,935.25,119.0,1809.0,501.5,758.33,17.67,159.46,12,1,17,True
57265215601,180.38,55.0,427.0,101.68,155.83,2.92,21.54,5,2,16,False
57265215602,198.62,50.0,465.0,112.47,173.83,3.38,21.29,6,1,15,False
57265216001,307.5,9.0,583.0,157.71,252.55,5.2,49.8,17,0,7,False
57265216002,297.05,1.0,586.0,162.54,245.2,3.05,48.5,6,0,7,False
57265216201,244.68,1.0,539.0,177.3,219.09,2.09,23.45,17,0,19,False
57265216202,236.92,38.0,462.0,116.99,203.83,4.0,28.92,12,1,22,False
57265216401,189.54,1.0,441.0,118.67,158.25,4.17,27.17,13,1,22,False
57265216402,258.33,1.0,812.0,182.32,229.9,2.81,25.52,17,3,6,False
57265216801,354.75,81.0,746.0,186.94,254.67,27.08,73.21,18,2,8,False
57265216802,355.29,54.0,615.0,191.83,256.08,27.33,71.96,19,23,14,False
57265217201,251.0,3.0,594.0,152.1,203.12,4.42,43.67,11,4,22,False
57265217202,282.7,20.0,478.0,126.56,231.61,4.52,46.61,7,2,6,False
57265217401,366.67,76.0,661.0,190.23,276.58,5.12,84.88,19,2,8,False
57265217402,377.38,93.0,703.0,196.88,294.67,5.79,76.88,19,0,16,False
57265218001,240.46,1.0,446.0,128.88,210.04,3.92,26.42,9,3,6,False
57265218002,250.58,7.0,460.0,130.57,218.88,4.58,27.0,18,3,10,False
57265218201,249.21,53.0,479.0,118.73,204.0,3.79,41.12,12,1,5,False
57265218202,304.29,53.0,524.0,161.45,258.17,5.5,40.88,4,1,18,False
57265218401,187.79,7.0,414.0,108.97,158.54,2.79,26.54,14,3,7,False
57265218402,252.25,5.0,453.0,133.15,213.92,2.33,36.12,23,2,10,False
57265223401,218.45,7.0,621.0,158.17,185.45,3.95,29.1,7,3,20,False
57265223402,208.13,1.0,618.0,180.41,179.39,3.52,25.0,17,0,20,False
57265223601,213.28,1.0,523.0,136.36,179.56,2.89,30.89,8,0,17,False
57265223602,327.88,14.0,626.0,154.87,291.0,3.0,33.81,7,6,13,False
57265223801,360.04,48.0,589.0,185.04,268.46,33.25,58.38,4,1,5,False
57265223802,352.5,68.0,629.0,172.28,265.62,32.58,54.29,19,2,16,False
57265224201,215.58,2.0,425.0,113.11,176.62,3.21,35.54,12,4,23,False
57265224202,292.92,19.0,551.0,146.12,256.42,4.71,31.83,11,2,17,False
57265224401,254.04,5.0,469.0,131.09,222.29,4.08,27.75,15,0,17,False
57265224402,204.5,13.0,412.0,105.51,165.88,2.5,36.21,22,1,23,False
57265226401,665.92,130.0,1300.0,322.85,541.92,39.04,84.71,6,3,8,False
57265226402,643.33,157.0,1206.0,287.92,520.75,40.79,81.71,7,3,18,False
57265226801,183.5,84.0,373.0,70.11,154.08,5.25,24.12,19,2,6,False
57265226802,185.08,32.0,457.0,93.0,158.67,4.67,21.67,10,2,7,False
57265227201,649.46,139.0,1247.0,324.99,524.5,39.88,85.04,19,3,8,False
57265227202,610.5,173.0,1099.0,270.59,491.92,34.38,84.29,7,2,18,False
57265227401,627.33,188.0,1102.0,260.47,503.75,35.0,88.46,7,3,17,False
57265227402,659.54,151.0,1320.0,322.16,532.04,41.46,86.17,19,3,8,False
57265227601,667.08,138.0,1347.0,327.13,538.04,42.54,86.42,6,3,8,False
57265227602,624.0,179.0,1095.0,268.78,501.92,35.79,86.38,7,2,18,False
57265227801,630.21,188.0,1161.0,278.2,518.5,34.5,77.42,7,2,17,False
57265227802,659.5,166.0,1264.0,318.15,545.88,35.79,77.88,19,3,7,False
57265259601,176.04,50.0,440.0,108.7,145.88,2.58,27.58,10,1,5,False
57265259602,211.46,51.0,444.0,112.66,183.21,3.17,24.83,7,0,5,False
57265259801,221.54,55.0,387.0,105.6,190.62,4.88,25.96,15,1,18,False
57265259802,173.54,54.0,475.0,105.75,144.33,3.08,26.29,6,1,21,False
57265260401,293.0,87.0,472.0,102.17,242.12,15.38,35.71,14,2,18,False
57265260402,287.33,45.0,447.0,101.04,255.04,9.54,23.0,6,3,9,False
57265262001,271.38,2.0,511.0,151.67,238.46,3.46,29.58,21,2,15,False
57265262002,255.92,10.0,573.0,157.51,225.29,3.38,27.29,13,2,16,False
57265262201,259.42,6.0,539.0,144.75,223.5,3.17,32.83,21,0,19,False
57265262202,213.54,2.0,532.0,132.59,183.04,2.92,27.46,15,1,14,False
57265286001,191.87,42.0,437.0,105.87,167.78,3.22,20.83,16,1,14,False
57265286002,169.33,1.0,383.0,102.81,141.57,2.57,25.1,21,0,15,False
57265286201,257.67,2.0,516.0,166.27,232.52,2.57,22.48,17,0,12,False
57265286202,194.78,42.0,576.0,127.09,168.04,4.26,22.57,15,1,16,False
57265290201,253.58,16.0,545.0,131.97,223.92,2.83,26.88,23,4,9,False
57265290202,290.22,11.0,738.0,170.78,258.74,3.78,27.78,12,2,6,False
57265290601,209.17,13.0,496.0,108.91,175.83,3.17,29.96,15,1,7,False
57265290602,227.58,12.0,604.0,132.13,195.08,3.29,29.04,6,4,7,False
57265300401,287.33,61.0,516.0,141.9,255.5,2.71,29.08,8,2,12,False
57265300402,322.08,9.0,532.0,158.89,294.83,2.62,24.67,13,2,15,False
57265300601,234.95,13.0,430.0,96.13,199.24,3.57,32.19,18,5,8,False
57265300602,182.52,9.0,315.0,84.44,150.17,2.78,29.57,20,4,1,False
57265303601,194.67,2.0,542.0,137.2,176.29,2.33,15.76,21,0,10,False
57265303602,193.7,1.0,356.0,93.6,164.09,2.65,26.78,9,0,7,False
57265304201,214.04,8.0,579.0,120.64,190.65,2.35,20.96,22,2,17,False
57265304202,157.76,2.0,431.0,134.46,142.24,2.41,13.0,23,0,9,False
57265310201,191.04,2.0,448.0,159.13,167.48,2.35,21.09,12,0,4,False
57265310202,245.04,2.0,892.0,185.4,217.29,2.12,25.42,9,2,7,False
57265315601,199.7,5.0,525.0,120.72,157.52,3.17,38.96,10,2,7,False
57265315602,212.96,1.0,629.0,134.59,181.33,4.79,26.96,10,1,7,False
57265315801,191.83,1.0,393.0,98.84,162.92,3.79,25.29,10,1,6,False
57265315802,205.13,5.0,536.0,132.12,162.7,2.65,39.74,11,2,5,False
57265317201,1976.46,505.0,3363.0,880.77,1563.5,33.25,379.83,19,3,14,True
57265317202,2094.17,524.0,3655.0,986.69,1656.54,35.58,402.0,5,2,8,True
57265317601,607.79,110.0,1350.0,323.17,512.5,8.75,86.71,19,1,8,False
57265317602,936.38,156.0,1483.0,469.35,763.75,11.67,161.0,20,2,7,True
57265318401,379.29,76.0,656.0,143.25,334.04,10.88,34.42,12,1,6,False
57265318402,303.62,63.0,674.0,139.6,258.08,13.33,32.38,15,2,7,False
57265319001,323.67,80.0,684.0,174.28,292.25,2.96,28.38,7,1,16,False
57265319002,343.12,61.0,789.0,196.45,309.17,2.62,31.29,21,2,8,False
57265319401,261.92,21.0,516.0,144.53,228.67,3.21,30.08,13,3,16,False
57265319402,239.33,0.0,633.0,182.44,212.17,3.21,23.96,13,1,10,False
57265319801,220.21,2.0,693.0,166.66,183.29,3.21,33.71,20,3,13,False
57265319802,309.54,31.0,569.0,177.25,278.38,3.58,27.58,4,3,15,False
57265320001,399.88,136.0,830.0,162.35,316.96,29.71,53.38,4,2,8,False
57265320002,373.67,97.0,584.0,139.05,300.54,28.25,44.88,12,3,6,False
57265320201,281.0,2.0,532.0,162.46,247.18,4.86,29.05,8,3,5,False
57265320202,253.43,3.0,619.0,158.76,195.14,7.1,51.29,1,3,6,False
57265320401,318.75,44.0,734.0,134.42,287.0,7.33,24.5,23,3,17,False
57265320402,264.42,45.0,432.0,99.15,212.58,15.0,36.88,13,3,18,False
57265320601,280.12,80.0,449.0,105.06,224.29,15.38,40.42,21,2,18,False
57265320602,243.79,41.0,473.0,91.69,213.5,8.08,22.25,14,3,17,False
57265322001,293.74,20.0,565.0,171.33,257.13,8.13,28.3,18,3,15,False
57265322002,254.45,20.0,932.0,237.2,213.95,13.82,26.68,9,0,13,False
57265322201,360.21,11.0,671.0,171.97,323.67,7.54,29.04,15,3,16,False
57265322202,290.79,72.0,685.0,141.84,240.46,15.0,35.08,18,2,7,False
57265322401,306.79,43.0,602.0,149.73,252.33,14.75,39.71,6,3,7,False
57265322402,319.21,30.0,648.0,147.31,283.04,6.96,29.33,8,2,13,False
57265322601,1366.75,194.0,2829.0,809.38,991.12,34.83,340.71,5,2,8,True
57265323201,1240.04,265.0,2677.0,755.45,873.21,34.25,332.42,15,2,10,True
57265331201,702.33,196.0,1179.0,301.18,589.75,24.96,87.75,6,3,18,False
57265331202,707.79,153.0,1295.0,337.98,611.12,16.54,80.17,21,3,8,False
57265331401,710.92,149.0,1332.0,341.65,612.83,19.54,78.42,21,3,8,False
57265331402,703.33,197.0,1217.0,312.84,594.29,20.46,88.54,20,2,18,False
57265331601,696.71,167.0,1155.0,311.75,586.71,26.96,83.17,20,3,18,False
57265331602,710.92,142.0,1300.0,341.01,606.67,22.54,81.58,21,3,8,False
57265331801,425.55,1.0,689.0,209.27,394.18,1.86,29.59,17,0,16,False
57265331802,482.95,2.0,970.0,261.09,450.27,1.86,30.86,22,0,8,False
57265334201,471.42,125.0,721.0,200.93,407.21,6.96,57.12,9,3,14,False
57265334401,638.25,89.0,1707.0,396.94,563.38,8.12,66.75,18,1,7,False
57265334402,476.58,117.0,730.0,209.19,407.25,8.08,61.21,5,2,14,False
57265339201,378.22,22.0,666.0,151.84,326.17,3.52,48.61,5,22,17,False
57265340201,246.73,1.0,541.0,163.47,219.73,2.55,24.27,17,22,6,False
57265340202,259.17,1.0,562.0,204.07,236.54,2.71,19.88,14,2,7,False
57265340401,289.71,6.0,554.0,165.23,260.9,3.24,25.86,17,1,6,False
57265340402,317.52,0.0,567.0,166.46,286.65,4.3,26.57,5,2,16,False
57265341001,417.0,123.0,729.0,163.76,365.29,7.83,43.96,13,0,6,False
57265341601,538.0,321.0,1069.0,247.65,496.71,3.07,38.29,16,15,11,False
57265341602,405.79,99.0,1020.0,206.19,347.5,7.29,51.0,16,2,7,False
57265342001,302.76,2.0,849.0,173.34,267.95,2.62,32.14,13,19,15,False
57265342002,265.56,1.0,405.0,154.13,238.56,2.11,24.94,16,19,17,False
57265342201,459.42,1.0,1162.0,339.14,410.74,2.05,46.58,5,21,16,False
57265342802,209.06,8.0,770.0,220.14,188.44,2.44,17.94,13,21,12,False
57265343201,239.28,3.0,763.0,244.03,219.11,2.17,18.06,14,1,12,False
57265343402,272.85,16.0,772.0,234.58,247.54,5.38,20.0,14,9,12,False
57265343601,446.12,103.0,831.0,214.41,417.12,3.33,25.58,12,2,15,False
57265343602,459.5,49.0,771.0,231.06,430.08,3.88,25.62,6,1,17,False
57265344801,200.83,9.0,636.0,140.76,173.5,3.46,23.96,16,1,18,False
57265344802,223.38,18.0,451.0,122.39,197.0,3.21,23.17,12,2,15,False
57265345601,527.88,56.0,833.0,240.89,490.04,3.42,34.46,12,1,10,False
57265345602,466.17,21.0,945.0,203.8,420.79,3.75,41.79,12,3,11,False
57265346001,292.29,22.0,535.0,143.37,259.25,5.83,27.21,16,0,7,False
57265346002,191.83,4.0,562.0,169.76,161.21,7.38,23.08,18,1,9,False
57265346201,191.67,6.0,467.0,98.87,162.08,4.75,24.79,14,2,9,False
57265346202,267.25,7.0,555.0,160.33,239.38,4.33,23.5,19,3,14,False
57265347001,389.58,72.0,762.0,171.87,308.96,31.54,48.96,14,3,7,False
57265347002,344.29,52.0,596.0,145.33,281.88,30.46,32.0,21,3,6,False
57265359601,221.5,26.0,510.0,139.63,194.88,2.5,24.17,16,2,6,False
57265359602,169.38,0.0,516.0,105.37,139.33,2.21,28.0,10,2,18,False
57265376201,321.5,22.0,1108.0,252.13,290.14,2.5,28.95,22,23,6,False
57265376202,309.86,104.0,806.0,195.09,273.05,3.81,32.95,7,15,9,False
57265380201,341.67,6.0,739.0,240.89,311.33,1.92,28.58,16,7,12,False
57265380202,237.84,8.0,402.0,103.55,210.47,1.95,25.47,5,21,14,False
57265390401,135.14,3.0,459.0,120.2,116.05,4.95,14.24,17,4,7,False
57265390402,194.81,3.0,468.0,109.33,159.48,8.48,26.9,7,4,8,False
57265391801,199.5,10.0,597.0,139.49,171.75,2.46,25.46,5,3,17,False
57265391802,265.83,19.0,583.0,158.92,238.5,3.96,23.29,14,23,10,False
57265396801,301.88,59.0,573.0,147.63,266.17,5.54,30.21,20,2,10,False
57265396802,274.67,8.0,528.0,126.27,239.58,9.46,25.29,14,2,10,False
57265405801,222.13,2.0,559.0,136.81,185.74,7.09,29.35,11,3,13,False
57265405802,298.52,21.0,741.0,205.12,260.24,7.67,30.67,8,1,11,False
57265406001,333.96,14.0,572.0,174.23,280.0,3.78,50.04,8,2,9,False
57265406002,274.83,20.0,580.0,155.96,239.3,4.0,31.26,6,1,18,False
57265406201,283.88,24.0,598.0,154.54,256.0,3.62,24.38,16,3,8,False
57265406202,273.17,7.0,453.0,132.18,232.71,4.67,35.58,11,3,12,False
57265409001,497.0,201.0,1281.0,235.59,425.17,7.33,64.62,7,3,6,False
57265409401,1259.71,469.0,2050.0,390.88,1057.79,18.62,183.33,11,2,6,True
57265410001,1229.96,326.0,1941.0,541.05,1065.25,19.29,145.21,20,3,7,True
57265411801,227.79,68.0,514.0,129.14,199.17,7.83,20.88,19,1,0,False
57265411802,215.38,0.0,504.0,130.54,191.25,6.17,17.92,4,2,6,False
57265415401,587.5,142.0,955.0,248.93,479.67,40.33,67.42,19,0,7,False
57265415402,689.71,125.0,1765.0,356.76,571.33,41.58,76.67,11,2,8,False
57265415601,534.96,166.0,1062.0,206.09,430.46,37.92,66.67,20,3,8,False
57265415602,431.79,115.0,685.0,171.5,332.62,32.62,66.42,19,2,6,False
57265416401,350.54,118.0,593.0,114.44,292.21,7.12,51.12,5,2,8,False
57265416402,298.04,86.0,480.0,110.2,247.62,9.88,40.54,13,2,7,False
57265417201,286.21,1.0,656.0,207.24,232.71,4.62,48.71,12,2,7,False
57265418801,318.92,80.0,573.0,151.81,261.38,7.75,49.92,6,3,18,False
57265418802,266.88,63.0,496.0,102.45,216.17,6.33,44.33,5,3,8,False
57265421601,570.83,2.0,1804.0,502.31,530.67,1.94,38.06,18,13,10,False
57265421602,624.22,2.0,1762.0,401.19,575.61,4.22,44.39,19,5,10,False
57265440301,459.75,165.0,814.0,205.59,408.42,4.75,46.46,6,3,7,False
57265440401,626.88,125.0,1240.0,288.78,542.71,9.29,75.0,6,2,7,False
57265440402,585.42,121.0,1209.0,306.52,509.88,9.75,65.75,19,2,7,False
57265440601,335.88,53.0,732.0,163.93,278.25,6.0,51.83,18,3,6,False
57265440602,617.54,132.0,1141.0,292.58,545.33,7.58,64.75,19,2,7,False
57265440801,579.58,118.0,976.0,267.42,504.54,5.83,69.17,12,2,6,False
57265440802,535.25,112.0,1209.0,278.05,461.92,7.12,66.46,19,1,6,False
57265445401,252.42,60.0,545.0,110.38,206.46,5.08,40.75,9,3,6,False
57265445601,257.25,51.0,461.0,123.62,208.62,3.33,45.25,2,1,5,False
57265445801,275.83,55.0,412.0,89.85,211.83,15.5,48.25,22,2,8,False
57265446201,344.62,119.0,538.0,110.91,289.67,15.79,39.17,9,1,7,False
57265446601,309.54,84.0,553.0,168.33,251.54,3.67,54.29,7,3,14,False
57265446801,309.46,67.0,602.0,167.04,245.42,14.38,49.67,4,1,8,False
57265447001,309.75,60.0,446.0,112.91,263.5,7.04,39.08,13,1,14,False
57265447201,348.29,77.0,518.0,109.35,284.5,15.33,48.29,17,0,14,False
57265447401,409.25,160.0,605.0,133.23,335.88,9.79,63.54,5,3,18,False
57265447601,486.92,193.0,695.0,155.41,398.5,9.71,78.83,9,3,17,False
57265449601,762.67,95.0,1469.0,384.58,624.92,44.79,92.79,11,1,6,False
57265450001,614.17,141.0,997.0,264.8,511.62,11.79,90.83,5,1,18,False
57265451401,573.54,114.0,936.0,258.19,498.0,6.12,69.54,12,2,8,False
57265451402,504.42,93.0,1041.0,264.84,433.54,5.67,65.17,19,2,7,False
57265451801,214.62,55.0,587.0,118.6,170.67,3.0,40.96,13,2,8,False
57265452001,202.83,55.0,622.0,132.14,148.71,13.5,40.67,22,2,6,False
57265452201,177.67,53.0,466.0,111.23,137.88,4.38,35.33,12,0,8,False
57265452401,216.58,43.0,427.0,116.29,166.75,8.62,41.0,15,1,8,False
57265452601,214.5,54.0,431.0,120.74,159.04,11.0,44.71,5,2,8,False
57265452801,250.75,54.0,475.0,131.51,189.12,16.08,45.75,5,2,8,False
57265453001,239.2,3.0,425.0,166.28,204.3,2.75,32.1,20,4,17,False
57265453201,351.54,58.0,715.0,199.9,279.88,10.88,60.71,19,0,8,False
57265453401,211.79,3.0,667.0,181.51,163.33,3.71,44.83,13,3,20,False
57265453601,364.38,52.0,684.0,205.54,281.88,13.38,69.12,5,0,8,False
57265453801,266.79,44.0,534.0,130.82,206.08,7.21,53.58,6,1,7,False
57265454001,324.08,46.0,614.0,175.27,259.0,10.5,54.54,9,1,7,False
57265455101,340.88,83.0,485.0,115.76,291.58,12.88,36.38,15,2,6,False
57265455102,322.42,101.0,656.0,124.02,269.92,13.92,38.58,17,2,7,False
57265459801,461.29,40.0,834.0,296.74,339.88,18.67,103.0,6,3,14,False
57265459802,503.38,49.0,904.0,331.03,389.17,16.21,97.92,6,2,8,False
57265460201,468.5,50.0,986.0,314.92,347.83,19.5,101.25,6,1,8,False
57265460202,481.17,53.0,857.0,309.36,366.5,16.5,98.08,7,1,17,False
57265460401,477.75,43.0,867.0,306.78,368.54,16.88,92.42,7,1,16,False
57265460402,482.29,46.0,1096.0,322.96,354.83,21.0,106.38,6,3,8,False
57265469001,367.64,7.0,1202.0,317.93,321.23,5.5,40.77,19,2,9,False
57265469201,1056.71,182.0,1854.0,547.93,917.62,32.88,106.21,19,1,8,True
57265471601,285.54,92.0,416.0,95.47,240.12,8.67,36.75,21,3,6,False
57265471801,197.75,63.0,404.0,83.94,145.92,18.71,33.21,14,2,6,False
57265472001,196.54,80.0,444.0,80.25,157.0,6.71,32.71,18,3,6,False
57265472201,258.83,49.0,778.0,146.53,221.54,7.08,30.25,23,2,6,False
57265472401,227.12,56.0,421.0,102.81,183.29,10.83,32.88,5,3,6,False
57265472601,274.08,89.0,558.0,121.65,229.38,11.17,33.67,19,3,5,False
57265472801,185.42,79.0,359.0,63.02,148.62,8.54,28.29,17,1,8,False
57265473001,219.29,70.0,602.0,137.64,171.21,6.38,41.62,15,1,6,False
57265474401,205.67,56.0,522.0,115.89,165.67,16.17,24.0,17,1,6,False
57265474402,244.04,56.0,468.0,112.11,197.04,14.29,32.54,8,1,7,False
57265475401,295.46,101.0,384.0,94.31,243.38,10.29,41.88,22,2,17,False
57265475801,261.67,76.0,398.0,100.42,211.62,11.21,38.75,8,3,18,False
57265476201,300.71,81.0,428.0,106.24,241.96,11.5,47.29,13,2,6,False
57265476601,215.88,65.0,619.0,121.74,166.08,7.08,42.83,9,3,6,False
57265477001,293.0,72.0,548.0,121.23,237.75,11.67,43.54,21,3,5,False
57265477201,227.58,57.0,361.0,79.01,191.08,9.0,27.46,11,0,6,False
57265477601,220.46,64.0,414.0,95.76,172.12,18.5,29.79,12,3,6,False
57265477801,284.08,62.0,660.0,131.4,231.62,17.71,34.96,20,2,5,False
57265486401,256.58,33.0,550.0,158.43,228.33,3.62,24.58,9,3,13,False
57265486402,194.71,59.0,414.0,94.24,170.5,3.38,20.88,17,4,14,False
57265492501,345.04,0.0,1195.0,242.04,310.3,2.91,31.7,18,3,5,False
57265492502,498.27,6.0,1314.0,322.1,455.0,2.55,40.59,17,3,15,False
57265493701,265.92,49.0,510.0,137.5,236.67,3.0,26.33,4,1,20,False
57265493702,328.12,95.0,590.0,155.98,287.79,2.88,37.25,21,1,10,False
57265494701,264.83,102.0,590.0,153.74,225.42,3.12,36.25,16,1,8,False
57265494702,252.67,8.0,469.0,126.19,215.5,4.21,32.71,12,2,6,False
57265496401,340.96,38.0,584.0,169.37,284.33,4.62,52.08,6,2,17,False
57265496601,452.92,135.0,691.0,163.87,382.79,23.54,46.42,20,3,7,False
57265496801,405.58,145.0,643.0,131.35,335.96,22.75,46.92,14,2,7,False
57265497001,299.71,59.0,439.0,96.7,222.12,23.88,53.46,13,2,6,False
57265497201,326.12,56.0,479.0,95.06,253.25,24.04,48.96,19,2,7,False
57265497801,402.33,1.0,1118.0,297.87,362.76,3.57,36.0,18,0,6,False
57265497802,370.86,1.0,1123.0,285.57,334.9,3.29,32.71,22,0,6,False
57265498001,350.83,25.0,567.0,174.8,315.83,3.91,31.04,8,0,13,False
57265498002,312.74,68.0,594.0,162.89,273.48,4.65,34.7,17,0,13,False
57265498601,348.59,69.0,590.0,166.12,309.14,3.41,36.05,0,1,7,False
57265498602,345.54,9.0,862.0,210.76,300.04,3.92,41.67,12,3,5,False
57265498801,244.5,30.0,473.0,97.32,199.42,6.88,38.46,9,2,13,False
57265498802,239.78,7.0,463.0,110.87,199.17,5.43,35.39,10,3,7,False
57265499001,218.29,71.0,464.0,117.99,188.08,5.17,25.04,14,4,7,False
57265499002,243.96,67.0,430.0,105.56,215.25,4.75,23.92,11,1,5,False
57265499201,231.38,95.0,586.0,114.9,205.17,3.5,22.83,9,23,5,False
57265499202,211.21,74.0,525.0,115.98,189.58,2.75,18.92,1,2,13,False
57265500201,303.12,7.0,734.0,169.27,274.79,3.12,25.25,7,2,11,False
57265500202,330.46,103.0,939.0,200.78,297.25,2.83,30.5,1,23,5,False
57265501001,298.62,2.0,648.0,171.3,252.62,6.0,40.12,18,2,7,False
57265501002,317.08,3.0,591.0,161.29,271.25,6.88,38.67,21,4,16,False
57265501201,561.42,132.0,928.0,245.5,491.0,7.5,62.88,6,2,8,False
57265501202,512.21,98.0,844.0,248.93,441.38,7.46,63.5,19,1,7,False
57265501801,700.83,173.0,1106.0,293.12,625.79,13.88,61.21,20,2,8,False
57265501802,610.83,119.0,1057.0,297.98,536.79,14.79,59.12,19,2,7,False
57265502601,213.71,30.0,423.0,95.04,162.46,3.42,47.79,2,1,5,False
57265502801,614.33,103.0,1165.0,308.84,537.88,15.46,60.83,19,2,7,False
57265502802,704.08,193.0,1138.0,296.36,617.5,21.12,65.58,20,1,8,False
57265503201,218.88,15.0,1010.0,357.25,202.5,11.12,5.25,10,7,12,False
57265503202,248.9,5.0,1025.0,408.92,230.9,9.1,8.3,10,23,12,False
57265503601,188.71,5.0,434.0,106.12,135.25,11.83,41.79,15,4,5,False
57265503801,195.88,31.0,432.0,91.65,155.29,11.75,28.96,13,1,5,False
57265504001,203.0,64.0,649.0,133.58,170.0,2.67,30.58,16,2,4,False
57265508401,297.09,38.0,688.0,166.03,250.14,2.95,44.09,11,0,15,False
57265509001,583.33,118.0,1207.0,297.2,508.38,8.83,65.96,19,2,6,False
57265509002,610.62,165.0,996.0,243.07,532.08,8.46,69.83,5,2,7,False
57265509201,644.46,150.0,1067.0,280.27,563.29,8.62,72.5,5,2,6,False
57265509202,612.25,117.0,1199.0,301.22,536.33,9.25,66.79,5,2,6,False
57265509401,400.63,10.0,1300.0,383.85,358.0,5.21,37.53,18,0,6,False
57265509601,334.05,9.0,1292.0,424.53,297.74,10.26,25.95,9,0,6,False
57265509801,696.12,173.0,1100.0,288.18,615.29,19.58,61.33,6,1,7,False
57265509802,615.79,103.0,1152.0,314.81,538.96,15.21,61.54,19,1,7,False
57265510001,603.54,102.0,1121.0,308.68,526.88,14.83,61.83,20,1,7,False
57265510002,679.83,222.0,1053.0,284.41,595.17,18.38,66.42,20,1,7,False
57265513001,291.04,2.0,645.0,163.03,238.83,3.65,48.52,7,1,8,False
57265513002,229.33,1.0,617.0,176.23,190.79,2.42,36.25,16,1,7,False
57265513401,322.0,0.0,944.0,226.32,281.7,2.74,37.39,8,1,14,False
57265513402,405.32,2.0,939.0,285.87,367.55,2.09,35.59,20,23,5,False
57265516401,386.64,6.0,901.0,257.49,343.27,2.86,40.41,16,23,7,False
57265516402,372.3,2.0,1141.0,268.1,333.09,2.43,36.7,8,4,5,False
57265516601,289.87,2.0,1152.0,261.65,252.91,2.61,34.39,7,4,5,False
57265516602,400.82,5.0,1212.0,301.02,360.68,2.45,37.64,11,23,6,False
57265517001,283.24,3.0,1332.0,299.29,242.62,6.29,34.48,23,4,17,False
57265517002,257.5,3.0,668.0,185.12,222.27,2.64,32.64,6,1,8,False
57265517201,322.78,0.0,976.0,260.78,287.87,2.43,32.26,7,0,8,False
57265517202,393.09,1.0,1008.0,326.34,353.14,2.41,37.45,13,1,17,False
57265517401,276.81,3.0,1323.0,282.26,235.33,3.38,38.33,15,4,17,False
57265517402,305.68,2.0,963.0,246.68,269.45,2.91,33.45,5,0,8,False
57265518401,442.91,1.0,1259.0,290.18,403.13,2.48,37.22,17,2,13,False
57265518402,437.05,1.0,812.0,250.03,386.52,2.81,47.76,17,0,14,False
57265519001,486.95,1.0,1361.0,338.68,436.52,2.43,47.86,18,0,15,False
57265519002,350.92,1.0,849.0,245.9,310.33,3.17,37.46,14,2,15,False
57265522601,634.5,95.0,1270.0,355.14,539.54,19.67,75.12,19,2,7,False
57265522602,700.38,79.0,1148.0,379.88,603.92,22.0,74.62,19,1,15,False
57265522801,713.58,79.0,1314.0,414.33,627.17,17.58,68.92,11,1,16,False
57265522802,603.04,93.0,1222.0,338.39,521.75,16.75,64.67,19,2,7,False
57265525401,317.54,89.0,649.0,150.02,285.21,3.46,28.83,12,0,5,False
57265525402,258.5,6.0,485.0,122.35,219.17,3.75,35.67,0,4,8,False
57265525601,258.0,71.0,453.0,121.35,226.08,2.54,29.5,12,1,9,False
57265525602,235.25,103.0,525.0,125.75,206.88,3.04,25.46,5,20,6,False
57265527401,230.46,76.0,488.0,104.43,202.79,3.96,23.75,4,22,10,False
57265527402,346.83,123.0,594.0,167.21,306.43,4.09,36.57,23,4,16,False
57265531001,656.62,96.0,1084.0,303.95,574.92,14.33,67.54,5,2,6,False
